Entity,Code,Day,people_vaccinated_per_hundred
Dominican Republic,DOM,2021-03-02,0.97
Dominican Republic,DOM,2021-03-03,1.49
Dominican Republic,DOM,2021-03-04,2.1
Dominican Republic,DOM,2021-03-05,2.8
Dominican Republic,DOM,2021-03-06,3.46
Dominican Republic,DOM,2021-03-08,3.69
Dominican Republic,DOM,2021-03-09,4.43
Dominican Republic,DOM,2021-03-10,5.04
Dominican Republic,DOM,2021-03-11,5.59
Dominican Republic,DOM,2021-03-15,6.22
Dominican Republic,DOM,2021-03-23,7.37
Dominican Republic,DOM,2021-03-30,7.9
Dominican Republic,DOM,2021-04-01,9.22
Ecuador,ECU,2021-01-21,0
Ecuador,ECU,2021-01-22,0
Ecuador,ECU,2021-01-27,0.02
Ecuador,ECU,2021-02-04,0.04
Ecuador,ECU,2021-02-17,0.04
Ecuador,ECU,2021-02-24,0.12
Ecuador,ECU,2021-03-01,0.2
Ecuador,ECU,2021-03-04,0.3
Ecuador,ECU,2021-03-05,0.37
Ecuador,ECU,2021-03-08,0.39
Ecuador,ECU,2021-03-09,0.39
Ecuador,ECU,2021-03-11,0.51
Ecuador,ECU,2021-03-12,0.66
Ecuador,ECU,2021-03-13,0.68
Ecuador,ECU,2021-03-15,0.69
Ecuador,ECU,2021-03-21,0.8
Ecuador,ECU,2021-03-23,0.81
Ecuador,ECU,2021-03-24,0.86
Ecuador,ECU,2021-03-26,0.98
Ecuador,ECU,2021-03-27,0.99
Ecuador,ECU,2021-03-29,1.03
Ecuador,ECU,2021-04-01,1.16
Ecuador,ECU,2021-04-04,1.2
Ecuador,ECU,2021-04-05,1.3
Ecuador,ECU,2021-04-06,1.38
El Salvador,SLV,2021-02-17,0
El Salvador,SLV,2021-02-22,0.09
El Salvador,SLV,2021-02-25,0.25
El Salvador,SLV,2021-03-14,0.39
El Salvador,SLV,2021-03-17,0.56
El Salvador,SLV,2021-03-18,0.64
El Salvador,SLV,2021-03-21,0.76
El Salvador,SLV,2021-03-28,1.08
El Salvador,SLV,2021-03-31,1.54
El Salvador,SLV,2021-04-01,1.86
El Salvador,SLV,2021-04-02,2.06
El Salvador,SLV,2021-04-07,2.47
El Salvador,SLV,2021-04-09,2.78
England,,2020-12-13,0.1
England,,2020-12-20,1.02
England,,2020-12-27,1.5
England,,2021-01-03,2.08
England,,2021-01-10,3.48
England,,2021-01-11,3.7
England,,2021-01-12,4.01
England,,2021-01-13,4.43
England,,2021-01-14,4.92
England,,2021-01-15,5.49
England,,2021-01-16,5.98
England,,2021-01-17,6.25
England,,2021-01-18,6.55
England,,2021-01-19,7.08
England,,2021-01-20,7.65
England,,2021-01-21,8.28
England,,2021-01-22,9.04
England,,2021-01-23,9.82
England,,2021-01-24,10.18
England,,2021-01-25,10.59
England,,2021-01-26,11.05
England,,2021-01-27,11.5
England,,2021-01-28,12.11
England,,2021-01-29,12.89
England,,2021-01-30,13.85
England,,2021-01-31,14.36
England,,2021-02-01,14.86
England,,2021-02-02,15.39
England,,2021-02-03,16.06
England,,2021-02-04,16.75
England,,2021-02-05,17.47
England,,2021-02-06,18.28
England,,2021-02-07,18.69
England,,2021-02-08,19.14
England,,2021-02-09,19.69
England,,2021-02-10,20.29
England,,2021-02-11,20.98
England,,2021-02-12,21.76
England,,2021-02-13,22.52
England,,2021-02-14,22.85
England,,2021-02-15,23.24
England,,2021-02-16,23.8
England,,2021-02-17,24.55
England,,2021-02-18,25.25
England,,2021-02-19,25.83
England,,2021-02-20,26.37
England,,2021-02-21,26.57
England,,2021-02-22,26.85
England,,2021-02-23,27.36
England,,2021-02-24,28.06
England,,2021-02-25,28.83
England,,2021-02-26,29.63
England,,2021-02-27,30.29
England,,2021-02-28,30.58
England,,2021-03-01,30.87
England,,2021-03-02,31.19
England,,2021-03-03,31.6
England,,2021-03-04,32.17
England,,2021-03-05,32.85
England,,2021-03-06,33.53
England,,2021-03-07,33.78
England,,2021-03-08,34.11
England,,2021-03-09,34.43
England,,2021-03-10,34.8
England,,2021-03-11,35.17
England,,2021-03-12,35.73
England,,2021-03-13,36.54
England,,2021-03-14,36.94
England,,2021-03-15,37.53
England,,2021-03-16,38.19
England,,2021-03-17,38.88
England,,2021-03-18,39.69
England,,2021-03-19,40.64
England,,2021-03-20,41.86
England,,2021-03-21,42.38
England,,2021-03-22,42.88
England,,2021-03-23,43.36
England,,2021-03-24,43.85
England,,2021-03-25,44.31
England,,2021-03-26,44.92
England,,2021-03-27,45.57
England,,2021-03-28,46.02
England,,2021-03-29,46.35
England,,2021-03-30,46.66
England,,2021-03-31,47
England,,2021-04-01,47.22
England,,2021-04-02,47.34
England,,2021-04-03,47.47
England,,2021-04-04,47.52
England,,2021-04-05,47.55
England,,2021-04-06,47.65
England,,2021-04-07,47.75
England,,2021-04-08,47.85
England,,2021-04-09,47.96
Equatorial Guinea,GNQ,2021-03-16,0.41
Equatorial Guinea,GNQ,2021-03-29,0.69
Equatorial Guinea,GNQ,2021-04-01,0.79
Estonia,EST,2021-01-28,1.92
Estonia,EST,2021-01-29,1.99
Estonia,EST,2021-01-30,2.08
Estonia,EST,2021-01-31,2.1
Estonia,EST,2021-02-01,2.12
Estonia,EST,2021-02-02,2.18
Estonia,EST,2021-02-03,2.27
Estonia,EST,2021-02-04,2.4
Estonia,EST,2021-02-05,2.56
Estonia,EST,2021-02-06,2.68
Estonia,EST,2021-02-07,2.71
Estonia,EST,2021-02-08,2.71
Estonia,EST,2021-02-10,2.95
Estonia,EST,2021-02-11,3.15
Estonia,EST,2021-02-12,3.35
Estonia,EST,2021-02-13,3.47
Estonia,EST,2021-02-14,3.48
Estonia,EST,2021-02-15,3.48
Estonia,EST,2021-02-16,3.52
Estonia,EST,2021-02-17,3.66
Estonia,EST,2021-02-18,3.94
Estonia,EST,2021-02-19,4.34
Estonia,EST,2021-02-20,4.62
Estonia,EST,2021-02-21,4.67
Estonia,EST,2021-02-22,4.71
Estonia,EST,2021-02-23,4.86
Estonia,EST,2021-02-24,5.15
Estonia,EST,2021-02-25,5.17
Estonia,EST,2021-02-27,5.84
Estonia,EST,2021-03-01,5.94
Estonia,EST,2021-03-02,6.12
Estonia,EST,2021-03-04,6.56
Estonia,EST,2021-03-05,6.96
Estonia,EST,2021-03-07,7.65
Estonia,EST,2021-03-09,7.98
Estonia,EST,2021-03-10,8.28
Estonia,EST,2021-03-11,8.59
Estonia,EST,2021-03-13,9.64
Estonia,EST,2021-03-14,10.05
Estonia,EST,2021-03-15,10.44
Estonia,EST,2021-03-16,10.7
Estonia,EST,2021-03-17,10.98
Estonia,EST,2021-03-18,11.37
Estonia,EST,2021-03-19,11.87
Estonia,EST,2021-03-20,12.36
Estonia,EST,2021-03-21,12.53
Estonia,EST,2021-03-22,12.63
Estonia,EST,2021-03-23,12.77
Estonia,EST,2021-03-24,12.98
Estonia,EST,2021-03-25,13.38
Estonia,EST,2021-03-27,14.45
Estonia,EST,2021-03-28,14.61
Estonia,EST,2021-03-29,14.65
Estonia,EST,2021-03-31,14.99
Estonia,EST,2021-04-01,15.33
Estonia,EST,2021-04-02,15.93
Estonia,EST,2021-04-03,16.2
Estonia,EST,2021-04-04,16.82
Estonia,EST,2021-04-05,17.13
Estonia,EST,2021-04-06,17.28
Estonia,EST,2021-04-07,17.47
Estonia,EST,2021-04-08,17.84
Estonia,EST,2021-04-10,19.44
Eswatini,SWZ,2021-03-30,0
Eswatini,SWZ,2021-04-05,1.75
Europe,,2020-12-13,0.01
Europe,,2020-12-15,0.02
Europe,,2020-12-20,0.09
Europe,,2020-12-22,0.1
Europe,,2020-12-27,0.15
Europe,,2020-12-28,0.15
Europe,,2020-12-29,0.17
Europe,,2020-12-30,0.19
Europe,,2020-12-31,0.2
Europe,,2021-01-01,0.2
Europe,,2021-01-02,0.32
Europe,,2021-01-03,0.38
Europe,,2021-01-04,0.42
Europe,,2021-01-05,0.46
Europe,,2021-01-06,0.49
Europe,,2021-01-07,0.54
Europe,,2021-01-08,0.59
Europe,,2021-01-09,0.62
Europe,,2021-01-10,0.76
Europe,,2021-01-11,0.83
Europe,,2021-01-12,0.92
Europe,,2021-01-13,1.06
Europe,,2021-01-14,1.17
Europe,,2021-01-15,1.28
Europe,,2021-01-16,1.35
Europe,,2021-01-17,1.41
Europe,,2021-01-18,1.51
Europe,,2021-01-19,1.62
Europe,,2021-01-20,1.74
Europe,,2021-01-21,1.86
Europe,,2021-01-22,1.99
Europe,,2021-01-23,2.08
Europe,,2021-01-24,2.16
Europe,,2021-01-25,2.26
Europe,,2021-01-26,2.35
Europe,,2021-01-27,2.47
Europe,,2021-01-28,2.58
Europe,,2021-01-29,2.68
Europe,,2021-01-30,2.79
Europe,,2021-01-31,2.88
Europe,,2021-02-01,2.96
Europe,,2021-02-02,3.05
Europe,,2021-02-03,3.16
Europe,,2021-02-04,3.27
Europe,,2021-02-05,3.38
Europe,,2021-02-06,3.47
Europe,,2021-02-07,3.55
Europe,,2021-02-08,3.62
Europe,,2021-02-09,3.72
Europe,,2021-02-10,3.99
Europe,,2021-02-11,4.13
Europe,,2021-02-12,4.27
Europe,,2021-02-13,4.36
Europe,,2021-02-14,4.51
Europe,,2021-02-15,4.59
Europe,,2021-02-16,4.7
Europe,,2021-02-17,4.83
Europe,,2021-02-18,4.99
Europe,,2021-02-19,5.11
Europe,,2021-02-20,5.2
Europe,,2021-02-21,5.3
Europe,,2021-02-22,5.39
Europe,,2021-02-23,5.51
Europe,,2021-02-24,5.69
Europe,,2021-02-25,5.86
Europe,,2021-02-26,6.04
Europe,,2021-02-27,6.17
Europe,,2021-02-28,6.3
Europe,,2021-03-01,6.68
Europe,,2021-03-02,6.82
Europe,,2021-03-03,7.02
Europe,,2021-03-04,7.29
Europe,,2021-03-05,7.5
Europe,,2021-03-06,7.7
Europe,,2021-03-07,7.86
Europe,,2021-03-08,8.01
Europe,,2021-03-09,8.18
Europe,,2021-03-10,8.37
Europe,,2021-03-11,8.6
Europe,,2021-03-12,8.82
Europe,,2021-03-13,9.01
Europe,,2021-03-14,9.15
Europe,,2021-03-15,9.32
Europe,,2021-03-16,9.46
Europe,,2021-03-17,9.64
Europe,,2021-03-18,9.82
Europe,,2021-03-19,10.01
Europe,,2021-03-20,10.27
Europe,,2021-03-21,10.4
Europe,,2021-03-22,10.57
Europe,,2021-03-23,10.76
Europe,,2021-03-24,10.98
Europe,,2021-03-25,11.2
Europe,,2021-03-26,11.48
Europe,,2021-03-27,11.65
Europe,,2021-03-28,11.82
Europe,,2021-03-29,12.18
Europe,,2021-03-30,12.37
Europe,,2021-03-31,12.67
Europe,,2021-04-01,12.93
Europe,,2021-04-02,13.12
Europe,,2021-04-03,13.28
Europe,,2021-04-04,13.41
Europe,,2021-04-05,13.53
Europe,,2021-04-06,13.76
Europe,,2021-04-07,14.1
Europe,,2021-04-08,14.47
Europe,,2021-04-09,14.79
Europe,,2021-04-10,14.96
European Union,,2020-12-27,0.01
European Union,,2020-12-28,0.02
European Union,,2020-12-29,0.04
European Union,,2020-12-30,0.07
European Union,,2020-12-31,0.1
European Union,,2021-01-01,0.1
European Union,,2021-01-02,0.13
European Union,,2021-01-03,0.15
European Union,,2021-01-04,0.21
European Union,,2021-01-05,0.28
European Union,,2021-01-06,0.33
European Union,,2021-01-07,0.41
European Union,,2021-01-08,0.5
European Union,,2021-01-09,0.54
European Union,,2021-01-10,0.58
European Union,,2021-01-11,0.67
European Union,,2021-01-12,0.77
European Union,,2021-01-13,0.89
European Union,,2021-01-14,1
European Union,,2021-01-15,1.11
European Union,,2021-01-16,1.16
European Union,,2021-01-17,1.22
European Union,,2021-01-18,1.35
European Union,,2021-01-19,1.45
European Union,,2021-01-20,1.55
European Union,,2021-01-21,1.66
European Union,,2021-01-22,1.75
European Union,,2021-01-23,1.79
European Union,,2021-01-24,1.86
European Union,,2021-01-25,1.95
European Union,,2021-01-26,2.02
European Union,,2021-01-27,2.13
European Union,,2021-01-28,2.22
European Union,,2021-01-29,2.28
European Union,,2021-01-30,2.32
European Union,,2021-01-31,2.4
European Union,,2021-02-01,2.45
European Union,,2021-02-02,2.51
European Union,,2021-02-03,2.57
European Union,,2021-02-04,2.65
European Union,,2021-02-05,2.71
European Union,,2021-02-06,2.74
European Union,,2021-02-07,2.81
European Union,,2021-02-08,2.85
European Union,,2021-02-09,2.92
European Union,,2021-02-10,2.99
European Union,,2021-02-11,3.1
European Union,,2021-02-12,3.18
European Union,,2021-02-13,3.23
European Union,,2021-02-14,3.31
European Union,,2021-02-15,3.38
European Union,,2021-02-16,3.47
European Union,,2021-02-17,3.58
European Union,,2021-02-18,3.73
European Union,,2021-02-19,3.84
European Union,,2021-02-20,3.92
European Union,,2021-02-21,4.05
European Union,,2021-02-22,4.16
European Union,,2021-02-23,4.28
European Union,,2021-02-24,4.47
European Union,,2021-02-25,4.63
European Union,,2021-02-26,4.82
European Union,,2021-02-27,4.94
European Union,,2021-02-28,5.12
European Union,,2021-03-01,5.27
European Union,,2021-03-02,5.44
European Union,,2021-03-03,5.66
European Union,,2021-03-04,5.92
European Union,,2021-03-05,6.13
European Union,,2021-03-06,6.32
European Union,,2021-03-07,6.55
European Union,,2021-03-08,6.73
European Union,,2021-03-09,6.95
European Union,,2021-03-10,7.17
European Union,,2021-03-11,7.45
European Union,,2021-03-12,7.71
European Union,,2021-03-13,7.89
European Union,,2021-03-14,8.07
European Union,,2021-03-15,8.25
European Union,,2021-03-16,8.38
European Union,,2021-03-17,8.6
European Union,,2021-03-18,8.75
European Union,,2021-03-19,8.9
European Union,,2021-03-20,9.15
European Union,,2021-03-21,9.29
European Union,,2021-03-22,9.49
European Union,,2021-03-23,9.72
European Union,,2021-03-24,9.99
European Union,,2021-03-25,10.26
European Union,,2021-03-26,10.62
European Union,,2021-03-27,10.81
European Union,,2021-03-28,11.01
European Union,,2021-03-29,11.28
European Union,,2021-03-30,11.52
European Union,,2021-03-31,11.92
European Union,,2021-04-01,12.28
European Union,,2021-04-02,12.53
European Union,,2021-04-03,12.74
European Union,,2021-04-04,12.92
European Union,,2021-04-05,13.09
European Union,,2021-04-06,13.4
European Union,,2021-04-07,13.87
European Union,,2021-04-08,14.4
European Union,,2021-04-09,14.85
European Union,,2021-04-10,15.06
Faeroe Islands,FRO,2021-01-29,8.17
Faeroe Islands,FRO,2021-02-06,8.29
Faeroe Islands,FRO,2021-02-08,8.39
Faeroe Islands,FRO,2021-02-10,8.46
Faeroe Islands,FRO,2021-02-21,8.53
Faeroe Islands,FRO,2021-02-23,8.54
Faeroe Islands,FRO,2021-02-24,8.57
Faeroe Islands,FRO,2021-03-03,8.62
Faeroe Islands,FRO,2021-03-04,8.67
Faeroe Islands,FRO,2021-03-05,8.7
Faeroe Islands,FRO,2021-03-06,8.7
Faeroe Islands,FRO,2021-03-08,8.72
Faeroe Islands,FRO,2021-03-12,10.03
Faeroe Islands,FRO,2021-03-16,10.21
Faeroe Islands,FRO,2021-03-17,10.59
Faeroe Islands,FRO,2021-03-18,10.86
Faeroe Islands,FRO,2021-03-22,11.03
Faeroe Islands,FRO,2021-03-26,11.43
Faeroe Islands,FRO,2021-03-27,11.98
Faeroe Islands,FRO,2021-03-30,13.59
Faeroe Islands,FRO,2021-04-08,15.03
Falkland Islands,FLK,2021-02-07,0
Falkland Islands,FLK,2021-02-15,43.5
Falkland Islands,FLK,2021-02-22,49.73
Falkland Islands,FLK,2021-03-26,62.79
Falkland Islands,FLK,2021-04-07,74.79
Finland,FIN,2021-01-25,1.91
Finland,FIN,2021-01-26,1.99
Finland,FIN,2021-01-27,2.12
Finland,FIN,2021-01-28,2.31
Finland,FIN,2021-01-29,2.48
Finland,FIN,2021-01-30,2.61
Finland,FIN,2021-02-01,2.63
Finland,FIN,2021-02-02,2.63
Finland,FIN,2021-02-03,2.71
Finland,FIN,2021-02-04,2.88
Finland,FIN,2021-02-05,2.97
Finland,FIN,2021-02-06,3.05
Finland,FIN,2021-02-07,3.07
Finland,FIN,2021-02-08,3.08
Finland,FIN,2021-02-09,3.13
Finland,FIN,2021-02-10,3.21
Finland,FIN,2021-02-11,3.38
Finland,FIN,2021-02-12,3.57
Finland,FIN,2021-02-13,3.72
Finland,FIN,2021-02-14,3.78
Finland,FIN,2021-02-15,3.79
Finland,FIN,2021-02-16,3.91
Finland,FIN,2021-02-17,4.14
Finland,FIN,2021-02-18,4.4
Finland,FIN,2021-02-19,4.73
Finland,FIN,2021-02-20,4.99
Finland,FIN,2021-02-21,5.2
Finland,FIN,2021-02-24,5.46
Finland,FIN,2021-02-25,5.77
Finland,FIN,2021-02-26,6.26
Finland,FIN,2021-02-27,6.53
Finland,FIN,2021-02-28,6.69
Finland,FIN,2021-03-01,6.94
Finland,FIN,2021-03-03,7.3
Finland,FIN,2021-03-04,7.68
Finland,FIN,2021-03-05,8.1
Finland,FIN,2021-03-06,8.67
Finland,FIN,2021-03-08,8.69
Finland,FIN,2021-03-09,8.86
Finland,FIN,2021-03-10,9.3
Finland,FIN,2021-03-11,9.74
Finland,FIN,2021-03-12,10.21
Finland,FIN,2021-03-13,10.61
Finland,FIN,2021-03-14,10.77
Finland,FIN,2021-03-15,10.78
Finland,FIN,2021-03-16,11.03
Finland,FIN,2021-03-17,11.48
Finland,FIN,2021-03-18,12.12
Finland,FIN,2021-03-19,12.66
Finland,FIN,2021-03-20,13.08
Finland,FIN,2021-03-21,13.21
Finland,FIN,2021-03-22,13.24
Finland,FIN,2021-03-23,13.41
Finland,FIN,2021-03-24,13.71
Finland,FIN,2021-03-25,14.15
Finland,FIN,2021-03-26,14.62
Finland,FIN,2021-03-27,15.03
Finland,FIN,2021-03-29,15.23
Finland,FIN,2021-03-30,15.57
Finland,FIN,2021-03-31,16.11
Finland,FIN,2021-04-01,16.8
Finland,FIN,2021-04-02,17.42
Finland,FIN,2021-04-03,17.54
Finland,FIN,2021-04-04,17.58
Finland,FIN,2021-04-05,17.58
Finland,FIN,2021-04-06,17.61
Finland,FIN,2021-04-07,17.93
Finland,FIN,2021-04-08,18.57
Finland,FIN,2021-04-09,19.25
Finland,FIN,2021-04-10,19.7
France,FRA,2020-12-27,0
France,FRA,2020-12-28,0
France,FRA,2020-12-29,0
France,FRA,2020-12-30,0
France,FRA,2020-12-31,0
France,FRA,2021-01-01,0
France,FRA,2021-01-02,0
France,FRA,2021-01-03,0
France,FRA,2021-01-04,0
France,FRA,2021-01-05,0.01
France,FRA,2021-01-06,0.03
France,FRA,2021-01-07,0.06
France,FRA,2021-01-08,0.11
France,FRA,2021-01-09,0.13
France,FRA,2021-01-10,0.13
France,FRA,2021-01-11,0.18
France,FRA,2021-01-12,0.26
France,FRA,2021-01-13,0.35
France,FRA,2021-01-14,0.45
France,FRA,2021-01-15,0.54
France,FRA,2021-01-16,0.56
France,FRA,2021-01-17,0.58
France,FRA,2021-01-18,0.69
France,FRA,2021-01-19,0.86
France,FRA,2021-01-20,1.04
France,FRA,2021-01-21,1.25
France,FRA,2021-01-22,1.41
France,FRA,2021-01-23,1.46
France,FRA,2021-01-24,1.47
France,FRA,2021-01-25,1.58
France,FRA,2021-01-26,1.71
France,FRA,2021-01-27,1.85
France,FRA,2021-01-28,2.01
France,FRA,2021-01-29,2.13
France,FRA,2021-01-30,2.17
France,FRA,2021-01-31,2.18
France,FRA,2021-02-01,2.26
France,FRA,2021-02-02,2.37
France,FRA,2021-02-03,2.48
France,FRA,2021-02-04,2.6
France,FRA,2021-02-05,2.71
France,FRA,2021-02-06,2.74
France,FRA,2021-02-07,2.75
France,FRA,2021-02-08,2.82
France,FRA,2021-02-09,2.92
France,FRA,2021-02-10,3.02
France,FRA,2021-02-11,3.15
France,FRA,2021-02-12,3.27
France,FRA,2021-02-13,3.3
France,FRA,2021-02-14,3.31
France,FRA,2021-02-15,3.37
France,FRA,2021-02-16,3.46
France,FRA,2021-02-17,3.54
France,FRA,2021-02-18,3.63
France,FRA,2021-02-19,3.73
France,FRA,2021-02-20,3.76
France,FRA,2021-02-21,3.76
France,FRA,2021-02-22,3.82
France,FRA,2021-02-23,3.9
France,FRA,2021-02-24,3.98
France,FRA,2021-02-25,4.12
France,FRA,2021-02-26,4.28
France,FRA,2021-02-27,4.36
France,FRA,2021-02-28,4.36
France,FRA,2021-03-01,4.46
France,FRA,2021-03-02,4.6
France,FRA,2021-03-03,4.76
France,FRA,2021-03-04,4.98
France,FRA,2021-03-05,5.26
France,FRA,2021-03-06,5.54
France,FRA,2021-03-07,5.7
France,FRA,2021-03-08,5.86
France,FRA,2021-03-09,6.11
France,FRA,2021-03-10,6.36
France,FRA,2021-03-11,6.71
France,FRA,2021-03-12,7.12
France,FRA,2021-03-13,7.44
France,FRA,2021-03-14,7.54
France,FRA,2021-03-15,7.77
France,FRA,2021-03-17,8.26
France,FRA,2021-03-20,9.02
France,FRA,2021-03-21,9.1
France,FRA,2021-03-22,9.35
France,FRA,2021-03-23,9.71
France,FRA,2021-03-24,10.08
France,FRA,2021-03-25,10.56
France,FRA,2021-03-26,11.08
France,FRA,2021-03-27,11.36
France,FRA,2021-03-28,11.44
France,FRA,2021-03-29,11.75
France,FRA,2021-03-31,12.53
France,FRA,2021-04-01,12.96
France,FRA,2021-04-02,13.37
France,FRA,2021-04-03,13.58
France,FRA,2021-04-04,13.64
France,FRA,2021-04-05,13.73
France,FRA,2021-04-06,14.03
France,FRA,2021-04-07,14.41
France,FRA,2021-04-08,14.89
France,FRA,2021-04-09,15.47
Gabon,GAB,2021-03-22,0
Gabon,GAB,2021-03-31,0.01
Gabon,GAB,2021-04-02,0.11
Gambia,GMB,2021-03-09,0
Gambia,GMB,2021-03-28,0.22
Gambia,GMB,2021-04-06,0.52
Georgia,GEO,2021-03-14,0
Georgia,GEO,2021-03-29,0.12
Georgia,GEO,2021-03-31,0.2
Georgia,GEO,2021-04-05,0.29
Georgia,GEO,2021-04-07,0.39
Georgia,GEO,2021-04-09,0.43
Georgia,GEO,2021-04-10,0.46
Germany,DEU,2020-12-27,0.03
Germany,DEU,2020-12-28,0.05
Germany,DEU,2020-12-29,0.11
Germany,DEU,2020-12-30,0.18
Germany,DEU,2020-12-31,0.24
Germany,DEU,2021-01-01,0.26
Germany,DEU,2021-01-02,0.33
Germany,DEU,2021-01-03,0.35
Germany,DEU,2021-01-04,0.41
Germany,DEU,2021-01-05,0.48
Germany,DEU,2021-01-06,0.55
Germany,DEU,2021-01-07,0.62
Germany,DEU,2021-01-08,0.69
Germany,DEU,2021-01-09,0.77
Germany,DEU,2021-01-10,0.81
Germany,DEU,2021-01-11,0.89
Germany,DEU,2021-01-12,0.99
Germany,DEU,2021-01-13,1.12
Germany,DEU,2021-01-14,1.22
Germany,DEU,2021-01-15,1.33
Germany,DEU,2021-01-16,1.39
Germany,DEU,2021-01-17,1.43
Germany,DEU,2021-01-18,1.51
Germany,DEU,2021-01-19,1.6
Germany,DEU,2021-01-20,1.7
Germany,DEU,2021-01-21,1.78
Germany,DEU,2021-01-22,1.86
Germany,DEU,2021-01-23,1.91
Germany,DEU,2021-01-24,1.94
Germany,DEU,2021-01-25,2.01
Germany,DEU,2021-01-26,2.07
Germany,DEU,2021-01-27,2.13
Germany,DEU,2021-01-28,2.18
Germany,DEU,2021-01-29,2.24
Germany,DEU,2021-01-30,2.29
Germany,DEU,2021-01-31,2.32
Germany,DEU,2021-02-01,2.39
Germany,DEU,2021-02-02,2.46
Germany,DEU,2021-02-03,2.54
Germany,DEU,2021-02-04,2.61
Germany,DEU,2021-02-05,2.69
Germany,DEU,2021-02-06,2.75
Germany,DEU,2021-02-07,2.78
Germany,DEU,2021-02-08,2.84
Germany,DEU,2021-02-09,2.91
Germany,DEU,2021-02-10,3
Germany,DEU,2021-02-11,3.09
Germany,DEU,2021-02-12,3.19
Germany,DEU,2021-02-13,3.26
Germany,DEU,2021-02-14,3.31
Germany,DEU,2021-02-15,3.39
Germany,DEU,2021-02-16,3.49
Germany,DEU,2021-02-17,3.6
Germany,DEU,2021-02-18,3.71
Germany,DEU,2021-02-19,3.83
Germany,DEU,2021-02-20,3.92
Germany,DEU,2021-02-21,3.99
Germany,DEU,2021-02-22,4.11
Germany,DEU,2021-02-23,4.23
Germany,DEU,2021-02-24,4.37
Germany,DEU,2021-02-25,4.53
Germany,DEU,2021-02-26,4.7
Germany,DEU,2021-02-27,4.83
Germany,DEU,2021-02-28,4.93
Germany,DEU,2021-03-01,5.1
Germany,DEU,2021-03-02,5.3
Germany,DEU,2021-03-03,5.5
Germany,DEU,2021-03-04,5.72
Germany,DEU,2021-03-05,5.95
Germany,DEU,2021-03-06,6.13
Germany,DEU,2021-03-07,6.27
Germany,DEU,2021-03-08,6.49
Germany,DEU,2021-03-09,6.73
Germany,DEU,2021-03-10,6.98
Germany,DEU,2021-03-11,7.25
Germany,DEU,2021-03-12,7.54
Germany,DEU,2021-03-13,7.78
Germany,DEU,2021-03-14,7.94
Germany,DEU,2021-03-15,8.16
Germany,DEU,2021-03-16,8.3
Germany,DEU,2021-03-17,8.45
Germany,DEU,2021-03-18,8.59
Germany,DEU,2021-03-19,8.78
Germany,DEU,2021-03-20,8.97
Germany,DEU,2021-03-21,9.13
Germany,DEU,2021-03-22,9.35
Germany,DEU,2021-03-23,9.6
Germany,DEU,2021-03-24,9.89
Germany,DEU,2021-03-25,10.19
Germany,DEU,2021-03-26,10.52
Germany,DEU,2021-03-27,10.79
Germany,DEU,2021-03-28,10.95
Germany,DEU,2021-03-29,11.21
Germany,DEU,2021-03-30,11.49
Germany,DEU,2021-03-31,11.76
Germany,DEU,2021-04-01,12.03
Germany,DEU,2021-04-02,12.22
Germany,DEU,2021-04-03,12.41
Germany,DEU,2021-04-04,12.58
Germany,DEU,2021-04-05,12.79
Germany,DEU,2021-04-06,13.12
Germany,DEU,2021-04-07,13.8
Germany,DEU,2021-04-08,14.55
Germany,DEU,2021-04-09,15.12
Ghana,GHA,2021-03-01,0
Ghana,GHA,2021-03-08,0.65
Ghana,GHA,2021-03-10,0.97
Ghana,GHA,2021-03-18,1.35
Ghana,GHA,2021-03-24,1.61
Ghana,GHA,2021-04-07,1.93
Ghana,GHA,2021-04-08,2.08
Ghana,GHA,2021-04-09,2.19
Gibraltar,GIB,2021-01-10,1.25
Gibraltar,GIB,2021-01-11,4.29
Gibraltar,GIB,2021-01-12,7.42
Gibraltar,GIB,2021-01-15,15.24
Gibraltar,GIB,2021-01-16,17.35
Gibraltar,GIB,2021-01-17,17.35
Gibraltar,GIB,2021-01-18,19.1
Gibraltar,GIB,2021-01-19,20.83
Gibraltar,GIB,2021-01-20,20.83
Gibraltar,GIB,2021-01-21,23.59
Gibraltar,GIB,2021-01-22,26.35
Gibraltar,GIB,2021-01-23,29.11
Gibraltar,GIB,2021-01-24,30.69
Gibraltar,GIB,2021-01-25,31.28
Gibraltar,GIB,2021-01-26,32.87
Gibraltar,GIB,2021-01-27,32.87
Gibraltar,GIB,2021-01-28,36.6
Gibraltar,GIB,2021-01-29,38.19
Gibraltar,GIB,2021-01-30,38.19
Gibraltar,GIB,2021-01-31,38.25
Gibraltar,GIB,2021-02-01,38.51
Gibraltar,GIB,2021-02-02,38.8
Gibraltar,GIB,2021-02-03,39.08
Gibraltar,GIB,2021-02-04,39.32
Gibraltar,GIB,2021-02-05,39.77
Gibraltar,GIB,2021-02-06,40.07
Gibraltar,GIB,2021-02-07,40.07
Gibraltar,GIB,2021-02-08,41.27
Gibraltar,GIB,2021-02-09,42.45
Gibraltar,GIB,2021-02-10,45.3
Gibraltar,GIB,2021-02-11,45.82
Gibraltar,GIB,2021-02-12,46.3
Gibraltar,GIB,2021-02-13,46.79
Gibraltar,GIB,2021-02-14,47.16
Gibraltar,GIB,2021-02-15,47.89
Gibraltar,GIB,2021-02-16,48.27
Gibraltar,GIB,2021-02-17,48.63
