Entity,Code,Day,people_fully_vaccinated_per_hundred
Scotland,,2021-01-10,0.05
Scotland,,2021-01-11,0.05
Scotland,,2021-01-12,0.05
Scotland,,2021-01-13,0.06
Scotland,,2021-01-14,0.06
Scotland,,2021-01-15,0.06
Scotland,,2021-01-16,0.07
Scotland,,2021-01-17,0.07
Scotland,,2021-01-18,0.07
Scotland,,2021-01-19,0.08
Scotland,,2021-01-20,0.08
Scotland,,2021-01-21,0.09
Scotland,,2021-01-22,0.09
Scotland,,2021-01-23,0.1
Scotland,,2021-01-24,0.1
Scotland,,2021-01-25,0.11
Scotland,,2021-01-26,0.12
Scotland,,2021-01-27,0.12
Scotland,,2021-01-28,0.13
Scotland,,2021-01-29,0.14
Scotland,,2021-01-30,0.14
Scotland,,2021-01-31,0.14
Scotland,,2021-02-01,0.15
Scotland,,2021-02-02,0.16
Scotland,,2021-02-03,0.17
Scotland,,2021-02-04,0.17
Scotland,,2021-02-05,0.19
Scotland,,2021-02-06,0.19
Scotland,,2021-02-07,0.2
Scotland,,2021-02-08,0.22
Scotland,,2021-02-09,0.24
Scotland,,2021-02-10,0.24
Scotland,,2021-02-11,0.25
Scotland,,2021-02-12,0.26
Scotland,,2021-02-13,0.26
Scotland,,2021-02-14,0.27
Scotland,,2021-02-15,0.31
Scotland,,2021-02-16,0.37
Scotland,,2021-02-17,0.44
Scotland,,2021-02-18,0.53
Scotland,,2021-02-19,0.61
Scotland,,2021-02-20,0.65
Scotland,,2021-02-21,0.68
Scotland,,2021-02-22,0.79
Scotland,,2021-02-23,0.92
Scotland,,2021-02-24,1.04
Scotland,,2021-02-25,1.2
Scotland,,2021-02-26,1.32
Scotland,,2021-02-27,1.4
Scotland,,2021-02-28,1.44
Scotland,,2021-03-01,1.55
Scotland,,2021-03-02,1.69
Scotland,,2021-03-03,1.83
Scotland,,2021-03-04,1.98
Scotland,,2021-03-05,2.09
Scotland,,2021-03-06,2.12
Scotland,,2021-03-07,2.17
Scotland,,2021-03-08,2.26
Scotland,,2021-03-09,2.43
Scotland,,2021-03-10,2.59
Scotland,,2021-03-11,2.73
Scotland,,2021-03-12,2.86
Scotland,,2021-03-13,2.93
Scotland,,2021-03-14,2.96
Scotland,,2021-03-15,3.13
Scotland,,2021-03-16,3.33
Scotland,,2021-03-17,3.52
Scotland,,2021-03-18,3.69
Scotland,,2021-03-19,3.87
Scotland,,2021-03-20,4.03
Scotland,,2021-03-21,4.12
Scotland,,2021-03-22,4.31
Scotland,,2021-03-23,4.56
Scotland,,2021-03-24,4.82
Scotland,,2021-03-25,5.12
Scotland,,2021-03-26,5.39
Scotland,,2021-03-27,5.81
Scotland,,2021-03-28,6.08
Scotland,,2021-03-29,6.38
Scotland,,2021-03-30,6.81
Scotland,,2021-03-31,7.3
Scotland,,2021-04-01,7.59
Scotland,,2021-04-02,7.96
Scotland,,2021-04-03,8.26
Scotland,,2021-04-04,8.35
Scotland,,2021-04-05,8.49
Scotland,,2021-04-06,8.77
Scotland,,2021-04-07,9.16
Scotland,,2021-04-08,9.61
Scotland,,2021-04-09,10.1
Serbia,SRB,2021-02-10,0.7
Serbia,SRB,2021-02-12,1.85
Serbia,SRB,2021-02-14,2.67
Serbia,SRB,2021-02-23,6.95
Serbia,SRB,2021-02-24,7.16
Serbia,SRB,2021-02-25,7.31
Serbia,SRB,2021-02-26,7.45
Serbia,SRB,2021-02-27,7.52
Serbia,SRB,2021-02-28,7.52
Serbia,SRB,2021-03-01,7.7
Serbia,SRB,2021-03-02,7.8
Serbia,SRB,2021-03-03,7.86
Serbia,SRB,2021-03-04,8.29
Serbia,SRB,2021-03-05,8.72
Serbia,SRB,2021-03-06,9.11
Serbia,SRB,2021-03-07,9.12
Serbia,SRB,2021-03-08,9.16
Serbia,SRB,2021-03-09,9.2
Serbia,SRB,2021-03-10,9.51
Serbia,SRB,2021-03-11,9.79
Serbia,SRB,2021-03-12,10.3
Serbia,SRB,2021-03-13,10.86
Serbia,SRB,2021-03-14,11.5
Serbia,SRB,2021-03-15,11.63
Serbia,SRB,2021-03-16,11.67
Serbia,SRB,2021-03-17,11.89
Serbia,SRB,2021-03-18,12.15
Serbia,SRB,2021-03-19,12.61
Serbia,SRB,2021-03-20,12.62
Serbia,SRB,2021-03-21,12.67
Serbia,SRB,2021-03-22,12.71
Serbia,SRB,2021-03-23,12.88
Serbia,SRB,2021-03-24,13.28
Serbia,SRB,2021-03-26,13.47
Serbia,SRB,2021-03-28,13.51
Serbia,SRB,2021-03-30,14.78
Serbia,SRB,2021-03-31,14.92
Serbia,SRB,2021-04-01,15.25
Serbia,SRB,2021-04-02,15.63
Serbia,SRB,2021-04-04,16.03
Serbia,SRB,2021-04-05,16.35
Serbia,SRB,2021-04-06,16.47
Serbia,SRB,2021-04-07,16.68
Serbia,SRB,2021-04-09,17.03
Serbia,SRB,2021-04-10,17.14
Seychelles,SYC,2021-02-03,0.01
Seychelles,SYC,2021-02-06,1.61
Seychelles,SYC,2021-02-08,4.05
Seychelles,SYC,2021-02-09,6.81
Seychelles,SYC,2021-02-10,10.51
Seychelles,SYC,2021-02-11,14.1
Seychelles,SYC,2021-02-13,14.42
Seychelles,SYC,2021-02-15,16.72
Seychelles,SYC,2021-02-16,18.48
Seychelles,SYC,2021-02-17,19.84
Seychelles,SYC,2021-02-18,21.01
Seychelles,SYC,2021-02-19,21.96
Seychelles,SYC,2021-02-21,21.96
Seychelles,SYC,2021-02-23,23.77
Seychelles,SYC,2021-02-25,23.92
Seychelles,SYC,2021-02-27,23.95
Seychelles,SYC,2021-03-01,24.64
Seychelles,SYC,2021-03-03,25.02
Seychelles,SYC,2021-03-04,25.04
Seychelles,SYC,2021-03-08,27.02
Seychelles,SYC,2021-03-10,27.35
Seychelles,SYC,2021-03-11,27.49
Seychelles,SYC,2021-03-15,27.91
Seychelles,SYC,2021-03-18,28.16
Seychelles,SYC,2021-03-23,31.9
Seychelles,SYC,2021-03-24,33.95
Seychelles,SYC,2021-03-30,37.49
Seychelles,SYC,2021-04-01,38.6
Seychelles,SYC,2021-04-06,40.13
Singapore,SGP,2021-01-27,0
Singapore,SGP,2021-01-31,0
Singapore,SGP,2021-02-02,0.1
Singapore,SGP,2021-02-10,0.1
Singapore,SGP,2021-02-18,1.88
Singapore,SGP,2021-03-01,3.54
Singapore,SGP,2021-03-04,3.67
Singapore,SGP,2021-03-07,3.71
Singapore,SGP,2021-03-08,3.74
Singapore,SGP,2021-03-15,4.16
Singapore,SGP,2021-03-22,5.14
Singapore,SGP,2021-03-23,5.3
Singapore,SGP,2021-03-29,6.42
Singapore,SGP,2021-04-03,8
Singapore,SGP,2021-04-06,9.16
Slovakia,SVK,2021-01-18,0.01
Slovakia,SVK,2021-01-19,0.02
Slovakia,SVK,2021-01-20,0.03
Slovakia,SVK,2021-01-21,0.05
Slovakia,SVK,2021-01-22,0.05
Slovakia,SVK,2021-01-23,0.05
Slovakia,SVK,2021-01-24,0.05
Slovakia,SVK,2021-01-25,0.09
Slovakia,SVK,2021-01-26,0.1
Slovakia,SVK,2021-01-27,0.1
Slovakia,SVK,2021-01-28,0.13
Slovakia,SVK,2021-01-29,0.17
Slovakia,SVK,2021-01-30,0.17
Slovakia,SVK,2021-01-31,0.17
Slovakia,SVK,2021-02-01,0.23
Slovakia,SVK,2021-02-02,0.29
Slovakia,SVK,2021-02-03,0.33
Slovakia,SVK,2021-02-04,0.44
Slovakia,SVK,2021-02-05,0.56
Slovakia,SVK,2021-02-06,0.57
Slovakia,SVK,2021-02-07,0.57
Slovakia,SVK,2021-02-08,0.64
Slovakia,SVK,2021-02-09,0.78
Slovakia,SVK,2021-02-10,0.9
Slovakia,SVK,2021-02-11,1.02
Slovakia,SVK,2021-02-12,1.14
Slovakia,SVK,2021-02-13,1.14
Slovakia,SVK,2021-02-14,1.15
Slovakia,SVK,2021-02-15,1.27
Slovakia,SVK,2021-02-16,1.39
Slovakia,SVK,2021-02-17,1.5
Slovakia,SVK,2021-02-18,1.62
Slovakia,SVK,2021-02-19,1.75
Slovakia,SVK,2021-02-20,1.75
Slovakia,SVK,2021-02-21,1.75
Slovakia,SVK,2021-02-22,1.88
Slovakia,SVK,2021-02-23,2
Slovakia,SVK,2021-02-24,2.12
Slovakia,SVK,2021-02-25,2.27
Slovakia,SVK,2021-02-26,2.43
Slovakia,SVK,2021-02-27,2.45
Slovakia,SVK,2021-02-28,2.45
Slovakia,SVK,2021-03-01,2.62
Slovakia,SVK,2021-03-02,2.79
Slovakia,SVK,2021-03-03,2.96
Slovakia,SVK,2021-03-04,3.12
Slovakia,SVK,2021-03-05,3.25
Slovakia,SVK,2021-03-06,3.29
Slovakia,SVK,2021-03-07,3.29
Slovakia,SVK,2021-03-08,3.45
Slovakia,SVK,2021-03-09,3.58
Slovakia,SVK,2021-03-10,3.7
Slovakia,SVK,2021-03-11,3.83
Slovakia,SVK,2021-03-12,3.94
Slovakia,SVK,2021-03-13,3.98
Slovakia,SVK,2021-03-14,3.98
Slovakia,SVK,2021-03-15,4.05
Slovakia,SVK,2021-03-16,4.11
Slovakia,SVK,2021-03-17,4.17
Slovakia,SVK,2021-03-18,4.24
Slovakia,SVK,2021-03-19,4.34
Slovakia,SVK,2021-03-20,4.37
Slovakia,SVK,2021-03-21,4.39
Slovakia,SVK,2021-03-22,4.45
Slovakia,SVK,2021-03-23,4.53
Slovakia,SVK,2021-03-24,4.6
Slovakia,SVK,2021-03-25,4.65
Slovakia,SVK,2021-03-26,4.69
Slovakia,SVK,2021-03-27,4.69
Slovakia,SVK,2021-03-28,4.69
Slovakia,SVK,2021-03-29,4.71
Slovakia,SVK,2021-03-30,4.77
Slovakia,SVK,2021-03-31,4.8
Slovakia,SVK,2021-04-01,4.83
Slovakia,SVK,2021-04-02,4.83
Slovakia,SVK,2021-04-03,4.84
Slovakia,SVK,2021-04-04,4.84
Slovakia,SVK,2021-04-05,4.84
Slovakia,SVK,2021-04-06,4.9
Slovakia,SVK,2021-04-07,4.94
Slovakia,SVK,2021-04-08,5.07
Slovakia,SVK,2021-04-09,5.07
Slovakia,SVK,2021-04-10,5.27
Slovenia,SVN,2021-01-08,0
Slovenia,SVN,2021-01-09,0
Slovenia,SVN,2021-01-10,0
Slovenia,SVN,2021-01-11,0
Slovenia,SVN,2021-01-12,0
Slovenia,SVN,2021-01-13,0
Slovenia,SVN,2021-01-14,0
Slovenia,SVN,2021-01-15,0.01
Slovenia,SVN,2021-01-16,0.01
Slovenia,SVN,2021-01-17,0.01
Slovenia,SVN,2021-01-18,0.02
Slovenia,SVN,2021-01-19,0.09
Slovenia,SVN,2021-01-20,0.26
Slovenia,SVN,2021-01-21,0.42
Slovenia,SVN,2021-01-22,0.47
Slovenia,SVN,2021-01-23,0.49
Slovenia,SVN,2021-01-24,0.5
Slovenia,SVN,2021-01-25,0.5
Slovenia,SVN,2021-01-26,0.58
Slovenia,SVN,2021-01-27,0.81
Slovenia,SVN,2021-01-28,1.08
Slovenia,SVN,2021-01-29,1.27
Slovenia,SVN,2021-01-30,1.28
Slovenia,SVN,2021-01-31,1.28
Slovenia,SVN,2021-02-01,1.28
Slovenia,SVN,2021-02-02,1.33
Slovenia,SVN,2021-02-03,1.55
Slovenia,SVN,2021-02-04,1.88
Slovenia,SVN,2021-02-05,2.13
Slovenia,SVN,2021-02-06,2.16
Slovenia,SVN,2021-02-07,2.16
Slovenia,SVN,2021-02-08,2.16
Slovenia,SVN,2021-02-09,2.16
Slovenia,SVN,2021-02-10,2.19
Slovenia,SVN,2021-02-11,2.28
Slovenia,SVN,2021-02-12,2.36
Slovenia,SVN,2021-02-13,2.37
Slovenia,SVN,2021-02-14,2.37
Slovenia,SVN,2021-02-15,2.37
Slovenia,SVN,2021-02-16,2.37
Slovenia,SVN,2021-02-17,2.4
Slovenia,SVN,2021-02-18,2.44
Slovenia,SVN,2021-02-19,2.47
Slovenia,SVN,2021-02-20,2.47
Slovenia,SVN,2021-02-21,2.47
Slovenia,SVN,2021-02-22,2.47
Slovenia,SVN,2021-02-23,2.47
Slovenia,SVN,2021-02-24,2.48
Slovenia,SVN,2021-02-25,2.49
Slovenia,SVN,2021-02-26,2.51
Slovenia,SVN,2021-02-27,2.51
Slovenia,SVN,2021-02-28,2.51
Slovenia,SVN,2021-03-01,2.51
Slovenia,SVN,2021-03-02,2.51
Slovenia,SVN,2021-03-03,2.56
Slovenia,SVN,2021-03-04,2.78
Slovenia,SVN,2021-03-05,3.05
Slovenia,SVN,2021-03-06,3.08
Slovenia,SVN,2021-03-07,3.08
Slovenia,SVN,2021-03-08,3.1
Slovenia,SVN,2021-03-09,3.12
Slovenia,SVN,2021-03-10,3.36
Slovenia,SVN,2021-03-11,3.73
Slovenia,SVN,2021-03-12,3.98
Slovenia,SVN,2021-03-13,4.08
Slovenia,SVN,2021-03-14,4.08
Slovenia,SVN,2021-03-15,4.1
Slovenia,SVN,2021-03-16,4.14
Slovenia,SVN,2021-03-17,4.41
Slovenia,SVN,2021-03-18,4.81
Slovenia,SVN,2021-03-19,5.03
Slovenia,SVN,2021-03-20,5.04
Slovenia,SVN,2021-03-21,5.04
Slovenia,SVN,2021-03-22,5.04
Slovenia,SVN,2021-03-23,5.05
Slovenia,SVN,2021-03-24,5.17
Slovenia,SVN,2021-03-25,5.3
Slovenia,SVN,2021-03-26,5.4
Slovenia,SVN,2021-03-27,5.43
Slovenia,SVN,2021-03-28,5.43
Slovenia,SVN,2021-03-29,5.43
Slovenia,SVN,2021-03-30,5.44
Slovenia,SVN,2021-03-31,5.51
Slovenia,SVN,2021-04-01,5.63
Slovenia,SVN,2021-04-02,5.73
Slovenia,SVN,2021-04-03,5.73
Slovenia,SVN,2021-04-04,5.73
Slovenia,SVN,2021-04-05,5.73
Slovenia,SVN,2021-04-06,5.75
Slovenia,SVN,2021-04-07,5.75
Slovenia,SVN,2021-04-08,5.78
Slovenia,SVN,2021-04-09,5.78
South Africa,ZAF,2021-02-18,0
South Africa,ZAF,2021-02-19,0.01
South Africa,ZAF,2021-02-20,0.02
South Africa,ZAF,2021-02-21,0.03
South Africa,ZAF,2021-02-22,0.04
South Africa,ZAF,2021-02-23,0.05
South Africa,ZAF,2021-02-24,0.07
South Africa,ZAF,2021-02-25,0.09
South Africa,ZAF,2021-02-26,0.11
South Africa,ZAF,2021-02-27,0.11
South Africa,ZAF,2021-02-28,0.12
South Africa,ZAF,2021-03-01,0.12
South Africa,ZAF,2021-03-02,0.13
South Africa,ZAF,2021-03-03,0.14
South Africa,ZAF,2021-03-04,0.16
South Africa,ZAF,2021-03-05,0.17
South Africa,ZAF,2021-03-06,0.17
South Africa,ZAF,2021-03-07,0.17
South Africa,ZAF,2021-03-08,0.17
South Africa,ZAF,2021-03-09,0.18
South Africa,ZAF,2021-03-10,0.22
South Africa,ZAF,2021-03-11,0.23
South Africa,ZAF,2021-03-12,0.24
South Africa,ZAF,2021-03-13,0.25
South Africa,ZAF,2021-03-15,0.25
South Africa,ZAF,2021-03-16,0.27
South Africa,ZAF,2021-03-17,0.28
South Africa,ZAF,2021-03-18,0.3
South Africa,ZAF,2021-03-19,0.31
South Africa,ZAF,2021-03-23,0.33
South Africa,ZAF,2021-03-24,0.35
South Africa,ZAF,2021-03-25,0.37
South Africa,ZAF,2021-03-26,0.39
South Africa,ZAF,2021-03-27,0.39
South Africa,ZAF,2021-03-29,0.4
South Africa,ZAF,2021-03-30,0.42
South Africa,ZAF,2021-03-31,0.44
South Africa,ZAF,2021-04-01,0.45
South Africa,ZAF,2021-04-06,0.46
South Africa,ZAF,2021-04-07,0.47
South Africa,ZAF,2021-04-08,0.48
South Africa,ZAF,2021-04-09,0.49
South Africa,ZAF,2021-04-10,0.49
South America,,2021-01-13,0
South America,,2021-01-14,0
South America,,2021-01-15,0
South America,,2021-01-16,0
South America,,2021-01-17,0
South America,,2021-01-18,0
South America,,2021-01-19,0
South America,,2021-01-20,0
South America,,2021-01-21,0.01
South America,,2021-01-22,0.01
South America,,2021-01-23,0.01
South America,,2021-01-24,0.01
South America,,2021-01-25,0.01
South America,,2021-01-26,0.01
South America,,2021-01-27,0.01
South America,,2021-01-28,0.01
South America,,2021-01-29,0.02
South America,,2021-01-30,0.02
South America,,2021-01-31,0.02
South America,,2021-02-01,0.02
South America,,2021-02-02,0.02
South America,,2021-02-03,0.03
South America,,2021-02-04,0.04
South America,,2021-02-05,0.04
South America,,2021-02-06,0.04
South America,,2021-02-07,0.05
South America,,2021-02-08,0.06
South America,,2021-02-09,0.06
South America,,2021-02-10,0.07
South America,,2021-02-11,0.08
South America,,2021-02-12,0.09
South America,,2021-02-13,0.11
South America,,2021-02-14,0.11
South America,,2021-02-15,0.12
South America,,2021-02-16,0.13
South America,,2021-02-17,0.2
South America,,2021-02-18,0.24
South America,,2021-02-19,0.28
South America,,2021-02-20,0.32
South America,,2021-02-21,0.34
South America,,2021-02-22,0.35
South America,,2021-02-23,0.38
South America,,2021-02-24,0.41
South America,,2021-02-25,0.45
South America,,2021-02-26,0.49
South America,,2021-02-27,0.52
South America,,2021-02-28,0.53
South America,,2021-03-01,0.53
South America,,2021-03-02,0.56
South America,,2021-03-03,0.63
South America,,2021-03-04,0.71
South America,,2021-03-05,0.8
South America,,2021-03-06,0.81
South America,,2021-03-07,0.81
South America,,2021-03-08,0.86
South America,,2021-03-09,0.92
South America,,2021-03-10,0.99
South America,,2021-03-11,1.08
South America,,2021-03-12,1.18
South America,,2021-03-13,1.22
South America,,2021-03-14,1.24
South America,,2021-03-15,1.34
South America,,2021-03-16,1.4
South America,,2021-03-17,1.52
South America,,2021-03-18,1.59
South America,,2021-03-19,1.66
South America,,2021-03-20,1.67
South America,,2021-03-21,1.68
South America,,2021-03-22,1.74
South America,,2021-03-23,1.81
South America,,2021-03-24,1.87
South America,,2021-03-25,1.92
South America,,2021-03-26,1.97
South America,,2021-03-27,1.99
South America,,2021-03-28,2
South America,,2021-03-29,2.05
South America,,2021-03-30,2.11
South America,,2021-03-31,2.19
South America,,2021-04-01,2.25
South America,,2021-04-02,2.33
South America,,2021-04-03,2.35
South America,,2021-04-04,2.36
South America,,2021-04-05,2.48
South America,,2021-04-06,2.57
South America,,2021-04-07,2.71
South America,,2021-04-08,2.84
South America,,2021-04-09,2.97
South America,,2021-04-10,3.01
South Korea,KOR,2021-03-20,0
South Korea,KOR,2021-03-21,0
South Korea,KOR,2021-03-22,0
South Korea,KOR,2021-03-23,0
South Korea,KOR,2021-03-24,0.01
South Korea,KOR,2021-03-25,0.01
South Korea,KOR,2021-03-26,0.01
South Korea,KOR,2021-03-27,0.01
South Korea,KOR,2021-03-28,0.01
South Korea,KOR,2021-03-29,0.01
South Korea,KOR,2021-03-30,0.02
South Korea,KOR,2021-03-31,0.03
South Korea,KOR,2021-04-01,0.04
South Korea,KOR,2021-04-02,0.05
South Korea,KOR,2021-04-03,0.05
South Korea,KOR,2021-04-04,0.05
South Korea,KOR,2021-04-05,0.05
South Korea,KOR,2021-04-06,0.07
South Korea,KOR,2021-04-07,0.08
South Korea,KOR,2021-04-08,0.1
South Korea,KOR,2021-04-09,0.12
South Korea,KOR,2021-04-10,0.12
Spain,ESP,2021-01-18,0
Spain,ESP,2021-01-19,0.02
Spain,ESP,2021-01-20,0.03
Spain,ESP,2021-01-21,0.1
Spain,ESP,2021-01-22,0.15
Spain,ESP,2021-01-24,0.19
Spain,ESP,2021-01-25,0.26
Spain,ESP,2021-01-26,0.37
Spain,ESP,2021-01-27,0.41
Spain,ESP,2021-01-28,0.54
Spain,ESP,2021-01-31,0.77
Spain,ESP,2021-02-01,0.9
Spain,ESP,2021-02-02,1.07
Spain,ESP,2021-02-03,1.25
Spain,ESP,2021-02-04,1.46
Spain,ESP,2021-02-07,1.68
Spain,ESP,2021-02-08,1.79
Spain,ESP,2021-02-09,1.9
Spain,ESP,2021-02-10,2.02
Spain,ESP,2021-02-11,2.14
Spain,ESP,2021-02-14,2.29
Spain,ESP,2021-02-15,2.35
Spain,ESP,2021-02-16,2.39
Spain,ESP,2021-02-17,2.45
Spain,ESP,2021-02-18,2.5
Spain,ESP,2021-02-21,2.56
Spain,ESP,2021-02-22,2.58
Spain,ESP,2021-02-23,2.61
Spain,ESP,2021-02-24,2.63
Spain,ESP,2021-02-25,2.66
Spain,ESP,2021-02-28,2.7
Spain,ESP,2021-03-01,2.71
Spain,ESP,2021-03-02,2.75
Spain,ESP,2021-03-03,2.8
Spain,ESP,2021-03-04,2.87
Spain,ESP,2021-03-07,2.96
Spain,ESP,2021-03-08,3.02
Spain,ESP,2021-03-09,3.1
Spain,ESP,2021-03-10,3.22
Spain,ESP,2021-03-11,3.39
Spain,ESP,2021-03-15,3.62
Spain,ESP,2021-03-16,3.7
Spain,ESP,2021-03-17,3.86
Spain,ESP,2021-03-18,4.04
Spain,ESP,2021-03-22,4.51
Spain,ESP,2021-03-23,4.61
Spain,ESP,2021-03-24,4.87
Spain,ESP,2021-03-25,5.12
Spain,ESP,2021-03-26,5.36
Spain,ESP,2021-03-29,5.57
Spain,ESP,2021-03-30,5.66
Spain,ESP,2021-03-31,5.82
Spain,ESP,2021-04-01,5.98
Spain,ESP,2021-04-03,6.08
Spain,ESP,2021-04-05,6.1
Spain,ESP,2021-04-06,6.21
Spain,ESP,2021-04-07,6.29
Spain,ESP,2021-04-08,6.46
Spain,ESP,2021-04-09,6.57
Sweden,SWE,2021-01-17,0
Sweden,SWE,2021-01-24,0.1
Sweden,SWE,2021-01-31,0.34
Sweden,SWE,2021-02-07,0.88
Sweden,SWE,2021-02-14,1.56
Sweden,SWE,2021-02-21,2.37
Sweden,SWE,2021-02-28,2.88
Sweden,SWE,2021-03-07,3.25
Sweden,SWE,2021-03-14,3.64
Sweden,SWE,2021-03-21,4.18
Sweden,SWE,2021-03-28,4.83
Sweden,SWE,2021-04-01,4.94
Sweden,SWE,2021-04-06,5.35
Sweden,SWE,2021-04-07,5.36
Sweden,SWE,2021-04-08,5.44
Sweden,SWE,2021-04-09,5.63
Switzerland,CHE,2021-02-14,1.18
Switzerland,CHE,2021-02-15,1.25
Switzerland,CHE,2021-02-16,1.33
Switzerland,CHE,2021-02-17,1.59
Switzerland,CHE,2021-02-18,1.69
Switzerland,CHE,2021-02-19,1.77
Switzerland,CHE,2021-02-20,1.8
Switzerland,CHE,2021-02-21,2
Switzerland,CHE,2021-02-22,2.08
Switzerland,CHE,2021-02-23,2.17
Switzerland,CHE,2021-02-24,2.56
Switzerland,CHE,2021-02-25,2.65
Switzerland,CHE,2021-02-26,2.74
Switzerland,CHE,2021-02-27,2.75
Switzerland,CHE,2021-02-28,3
Switzerland,CHE,2021-03-01,3.07
Switzerland,CHE,2021-03-02,3.14
Switzerland,CHE,2021-03-03,3.48
Switzerland,CHE,2021-03-04,3.55
Switzerland,CHE,2021-03-05,3.61
Switzerland,CHE,2021-03-06,3.61
Switzerland,CHE,2021-03-07,3.85
Switzerland,CHE,2021-03-08,3.9
Switzerland,CHE,2021-03-09,3.97
Switzerland,CHE,2021-03-10,4.28
Switzerland,CHE,2021-03-11,4.34
Switzerland,CHE,2021-03-12,4.41
Switzerland,CHE,2021-03-13,4.42
Switzerland,CHE,2021-03-14,4.57
Switzerland,CHE,2021-03-15,4.65
Switzerland,CHE,2021-03-16,4.74
Switzerland,CHE,2021-03-17,5.01
Switzerland,CHE,2021-03-18,5.09
Switzerland,CHE,2021-03-19,5.17
Switzerland,CHE,2021-03-20,5.17
Switzerland,CHE,2021-03-21,5.38
Switzerland,CHE,2021-03-22,5.46
Switzerland,CHE,2021-03-23,5.55
Switzerland,CHE,2021-03-24,5.84
Switzerland,CHE,2021-03-25,5.93
Switzerland,CHE,2021-03-26,6
Switzerland,CHE,2021-03-27,6.01
Switzerland,CHE,2021-03-28,6.17
Switzerland,CHE,2021-03-29,6.26
Switzerland,CHE,2021-03-30,6.35
Switzerland,CHE,2021-03-31,6.64
Switzerland,CHE,2021-04-01,6.75
Switzerland,CHE,2021-04-02,6.78
Switzerland,CHE,2021-04-03,6.79
Switzerland,CHE,2021-04-04,6.96
Switzerland,CHE,2021-04-05,6.98
Switzerland,CHE,2021-04-06,7.09
Switzerland,CHE,2021-04-07,7.42
Thailand,THA,2021-03-24,0.01
Thailand,THA,2021-03-30,0.04
Thailand,THA,2021-04-02,0.06
Thailand,THA,2021-04-05,0.07
Thailand,THA,2021-04-06,0.07
Thailand,THA,2021-04-07,0.08
Thailand,THA,2021-04-08,0.09
Thailand,THA,2021-04-09,0.1
Thailand,THA,2021-04-10,0.1
Tunisia,TUN,2021-04-07,0.03
Tunisia,TUN,2021-04-08,0.04
Tunisia,TUN,2021-04-09,0.04
Turkey,TUR,2021-02-12,0.4
Turkey,TUR,2021-02-13,0.54
Turkey,TUR,2021-02-14,0.58
Turkey,TUR,2021-02-15,0.68
Turkey,TUR,2021-02-16,0.77
Turkey,TUR,2021-02-17,0.88
Turkey,TUR,2021-02-18,1.03
Turkey,TUR,2021-02-19,1.16
Turkey,TUR,2021-02-20,1.22
Turkey,TUR,2021-02-21,1.25
Turkey,TUR,2021-02-22,1.3
Turkey,TUR,2021-02-23,1.4
Turkey,TUR,2021-02-24,1.5
Turkey,TUR,2021-02-25,1.66
Turkey,TUR,2021-02-26,1.84
Turkey,TUR,2021-02-27,1.97
Turkey,TUR,2021-02-28,1.99
Turkey,TUR,2021-03-01,2.13
Turkey,TUR,2021-03-02,2.31
Turkey,TUR,2021-03-03,2.46
Turkey,TUR,2021-03-04,2.62
Turkey,TUR,2021-03-05,2.74
Turkey,TUR,2021-03-06,2.81
Turkey,TUR,2021-03-07,2.84
Turkey,TUR,2021-03-08,2.89
Turkey,TUR,2021-03-09,3.02
Turkey,TUR,2021-03-10,3.1
Turkey,TUR,2021-03-11,3.2
Turkey,TUR,2021-03-12,3.42
Turkey,TUR,2021-03-13,3.6
Turkey,TUR,2021-03-14,3.67
Turkey,TUR,2021-03-15,3.97
Turkey,TUR,2021-03-16,4.44
Turkey,TUR,2021-03-17,4.94
Turkey,TUR,2021-03-18,5.26
Turkey,TUR,2021-03-19,5.73
Turkey,TUR,2021-03-20,5.94
Turkey,TUR,2021-03-21,5.98
Turkey,TUR,2021-03-22,6.19
Turkey,TUR,2021-03-23,6.52
Turkey,TUR,2021-03-24,6.92
Turkey,TUR,2021-03-25,7.19
Turkey,TUR,2021-03-26,7.46
Turkey,TUR,2021-03-27,7.63
Turkey,TUR,2021-03-29,7.8
Turkey,TUR,2021-03-30,7.93
Turkey,TUR,2021-03-31,8.11
Turkey,TUR,2021-04-01,8.23
Turkey,TUR,2021-04-02,8.3
Turkey,TUR,2021-04-03,8.45
Turkey,TUR,2021-04-04,8.46
Turkey,TUR,2021-04-05,8.53
Turkey,TUR,2021-04-06,8.63
Turkey,TUR,2021-04-07,8.71
Turkey,TUR,2021-04-08,8.85
Turkey,TUR,2021-04-09,8.94
Turkey,TUR,2021-04-10,8.99
Ukraine,UKR,2021-03-17,0
Ukraine,UKR,2021-03-19,0
Ukraine,UKR,2021-03-20,0
Ukraine,UKR,2021-03-21,0
Ukraine,UKR,2021-03-22,0
Ukraine,UKR,2021-03-23,0
Ukraine,UKR,2021-03-25,0
Ukraine,UKR,2021-03-28,0
Ukraine,UKR,2021-03-29,0
Ukraine,UKR,2021-03-30,0
Ukraine,UKR,2021-03-31,0
Ukraine,UKR,2021-04-01,0
Ukraine,UKR,2021-04-02,0
Ukraine,UKR,2021-04-04,0
Ukraine,UKR,2021-04-05,0
Ukraine,UKR,2021-04-06,0
Ukraine,UKR,2021-04-07,0
Ukraine,UKR,2021-04-08,0
Ukraine,UKR,2021-04-09,0
Ukraine,UKR,2021-04-10,0
United Arab Emirates,ARE,2021-01-10,2.53
United Arab Emirates,ARE,2021-02-23,22.12
