Entity,Code,Day,people_fully_vaccinated
Luxembourg,LUX,2021-03-04,13448
Luxembourg,LUX,2021-03-07,14118
Luxembourg,LUX,2021-03-08,14277
Luxembourg,LUX,2021-03-09,14431
Luxembourg,LUX,2021-03-10,14764
Luxembourg,LUX,2021-03-11,15307
Luxembourg,LUX,2021-03-14,15569
Luxembourg,LUX,2021-03-15,15852
Luxembourg,LUX,2021-03-16,16470
Luxembourg,LUX,2021-03-17,16934
Luxembourg,LUX,2021-03-18,17469
Luxembourg,LUX,2021-03-21,17872
Luxembourg,LUX,2021-03-22,18126
Luxembourg,LUX,2021-03-23,18687
Luxembourg,LUX,2021-03-24,19302
Luxembourg,LUX,2021-03-25,19841
Luxembourg,LUX,2021-03-28,21071
Luxembourg,LUX,2021-03-30,21663
Luxembourg,LUX,2021-03-31,22505
Luxembourg,LUX,2021-04-01,23494
Luxembourg,LUX,2021-04-05,25288
Luxembourg,LUX,2021-04-06,26408
Luxembourg,LUX,2021-04-07,28420
Luxembourg,LUX,2021-04-08,30879
Macao,MAC,2021-04-07,17559
Macao,MAC,2021-04-08,18864
Macao,MAC,2021-04-09,20091
Macao,MAC,2021-04-10,21547
Malaysia,MYS,2021-03-18,792
Malaysia,MYS,2021-03-19,4519
Malaysia,MYS,2021-03-20,10604
Malaysia,MYS,2021-03-21,16368
Malaysia,MYS,2021-03-22,30861
Malaysia,MYS,2021-03-23,52121
Malaysia,MYS,2021-03-24,74289
Malaysia,MYS,2021-03-25,93557
Malaysia,MYS,2021-03-26,104931
Malaysia,MYS,2021-03-27,118013
Malaysia,MYS,2021-03-28,129110
Malaysia,MYS,2021-03-29,159510
Malaysia,MYS,2021-03-30,188385
Malaysia,MYS,2021-03-31,215395
Malaysia,MYS,2021-04-01,241758
Malaysia,MYS,2021-04-02,264584
Malaysia,MYS,2021-04-03,279023
Malaysia,MYS,2021-04-04,287737
Malaysia,MYS,2021-04-05,306803
Malaysia,MYS,2021-04-06,328254
Malaysia,MYS,2021-04-07,346270
Malaysia,MYS,2021-04-08,360971
Malaysia,MYS,2021-04-09,375260
Maldives,MDV,2021-04-03,1721
Maldives,MDV,2021-04-04,3737
Maldives,MDV,2021-04-05,5753
Maldives,MDV,2021-04-06,7951
Maldives,MDV,2021-04-07,10569
Maldives,MDV,2021-04-08,14951
Maldives,MDV,2021-04-09,15131
Maldives,MDV,2021-04-10,15294
Malta,MLT,2021-01-24,1198
Malta,MLT,2021-01-25,1463
Malta,MLT,2021-01-26,1694
Malta,MLT,2021-01-27,2095
Malta,MLT,2021-01-28,2518
Malta,MLT,2021-01-29,2969
Malta,MLT,2021-01-30,3456
Malta,MLT,2021-01-31,3948
Malta,MLT,2021-02-01,4476
Malta,MLT,2021-02-02,4891
Malta,MLT,2021-02-03,5410
Malta,MLT,2021-02-04,6457
Malta,MLT,2021-02-05,7594
Malta,MLT,2021-02-06,8749
Malta,MLT,2021-02-07,9918
Malta,MLT,2021-02-08,11050
Malta,MLT,2021-02-09,12135
Malta,MLT,2021-02-10,12928
Malta,MLT,2021-02-11,13820
Malta,MLT,2021-02-12,14739
Malta,MLT,2021-02-13,15601
Malta,MLT,2021-02-14,16265
Malta,MLT,2021-02-15,17102
Malta,MLT,2021-02-16,17843
Malta,MLT,2021-02-17,18536
Malta,MLT,2021-02-18,19199
Malta,MLT,2021-02-19,19828
Malta,MLT,2021-02-20,20189
Malta,MLT,2021-02-21,20531
Malta,MLT,2021-02-22,21160
Malta,MLT,2021-02-23,21767
Malta,MLT,2021-02-24,22501
Malta,MLT,2021-02-25,23395
Malta,MLT,2021-02-26,25118
Malta,MLT,2021-02-27,26781
Malta,MLT,2021-02-28,28048
Malta,MLT,2021-03-01,29021
Malta,MLT,2021-03-02,29748
Malta,MLT,2021-03-03,30329
Malta,MLT,2021-03-04,31034
Malta,MLT,2021-03-05,31710
Malta,MLT,2021-03-06,32420
Malta,MLT,2021-03-07,32862
Malta,MLT,2021-03-08,34181
Malta,MLT,2021-03-09,35093
Malta,MLT,2021-03-10,36246
Malta,MLT,2021-03-11,37182
Malta,MLT,2021-03-12,38333
Malta,MLT,2021-03-13,39099
Malta,MLT,2021-03-14,39695
Malta,MLT,2021-03-15,40681
Malta,MLT,2021-03-16,40859
Malta,MLT,2021-03-17,41621
Malta,MLT,2021-03-18,42557
Malta,MLT,2021-03-19,43267
Malta,MLT,2021-03-20,43919
Malta,MLT,2021-03-21,44483
Malta,MLT,2021-03-22,45286
Malta,MLT,2021-03-23,46140
Malta,MLT,2021-03-24,47081
Malta,MLT,2021-03-25,48933
Malta,MLT,2021-03-26,50050
Malta,MLT,2021-03-27,50557
Malta,MLT,2021-03-28,51237
Malta,MLT,2021-03-29,52340
Malta,MLT,2021-03-30,53540
Malta,MLT,2021-03-31,54578
Malta,MLT,2021-04-01,55597
Malta,MLT,2021-04-02,57123
Malta,MLT,2021-04-03,58004
Malta,MLT,2021-04-04,59032
Malta,MLT,2021-04-05,60096
Malta,MLT,2021-04-06,61111
Malta,MLT,2021-04-07,63114
Malta,MLT,2021-04-08,65205
Malta,MLT,2021-04-09,67491
Mexico,MEX,2021-01-15,1958
Mexico,MEX,2021-01-16,2221
Mexico,MEX,2021-01-17,3434
Mexico,MEX,2021-01-18,6546
Mexico,MEX,2021-01-19,9609
Mexico,MEX,2021-01-20,11402
Mexico,MEX,2021-01-21,18018
Mexico,MEX,2021-01-22,20083
Mexico,MEX,2021-01-23,22472
Mexico,MEX,2021-01-24,25185
Mexico,MEX,2021-01-25,28715
Mexico,MEX,2021-01-26,31314
Mexico,MEX,2021-01-27,31314
Mexico,MEX,2021-01-28,31314
Mexico,MEX,2021-01-29,31397
Mexico,MEX,2021-01-30,39009
Mexico,MEX,2021-01-31,41842
Mexico,MEX,2021-02-01,43455
Mexico,MEX,2021-02-02,45748
Mexico,MEX,2021-02-03,54162
Mexico,MEX,2021-02-04,60742
Mexico,MEX,2021-02-05,64246
Mexico,MEX,2021-02-06,73100
Mexico,MEX,2021-02-07,75836
Mexico,MEX,2021-02-08,79429
Mexico,MEX,2021-02-09,84218
Mexico,MEX,2021-02-10,84592
Mexico,MEX,2021-02-11,85332
Mexico,MEX,2021-02-12,85887
Mexico,MEX,2021-02-13,86188
Mexico,MEX,2021-02-15,86198
Mexico,MEX,2021-02-16,86198
Mexico,MEX,2021-02-17,99666
Mexico,MEX,2021-02-19,418931
Mexico,MEX,2021-02-20,445418
Mexico,MEX,2021-02-21,453055
Mexico,MEX,2021-02-22,456217
Mexico,MEX,2021-02-23,464302
Mexico,MEX,2021-02-24,475389
Mexico,MEX,2021-02-25,526412
Mexico,MEX,2021-02-26,562311
Mexico,MEX,2021-02-27,565377
Mexico,MEX,2021-02-28,565423
Mexico,MEX,2021-03-01,567338
Mexico,MEX,2021-03-02,570582
Mexico,MEX,2021-03-03,589639
Mexico,MEX,2021-03-05,603134
Mexico,MEX,2021-03-06,603447
Mexico,MEX,2021-03-08,604339
Mexico,MEX,2021-03-09,605801
Mexico,MEX,2021-03-10,606000
Mexico,MEX,2021-03-12,609460
Mexico,MEX,2021-03-13,609874
Mexico,MEX,2021-03-14,609881
Mexico,MEX,2021-03-15,609889
Mexico,MEX,2021-03-17,626881
Mexico,MEX,2021-03-18,646802
Mexico,MEX,2021-03-20,695667
Mexico,MEX,2021-03-21,716768
Mexico,MEX,2021-03-22,734463
Mexico,MEX,2021-03-24,767979
Mexico,MEX,2021-03-25,783790
Mexico,MEX,2021-03-26,811884
Mexico,MEX,2021-03-27,823284
Mexico,MEX,2021-03-29,850939
Mexico,MEX,2021-03-31,945839
Mexico,MEX,2021-04-02,1058315
Mexico,MEX,2021-04-03,1083530
Mexico,MEX,2021-04-04,1111764
Mexico,MEX,2021-04-05,1174175
Mexico,MEX,2021-04-06,1303245
Mexico,MEX,2021-04-07,1472382
Mexico,MEX,2021-04-08,1664658
Mexico,MEX,2021-04-10,1976517
Monaco,MCO,2021-03-04,7163
Monaco,MCO,2021-03-19,8331
Monaco,MCO,2021-04-02,8795
Montenegro,MNE,2021-03-19,332
Montenegro,MNE,2021-03-20,461
Montenegro,MNE,2021-03-23,595
Montenegro,MNE,2021-03-24,848
Montenegro,MNE,2021-03-25,1072
Montenegro,MNE,2021-03-26,1329
Montenegro,MNE,2021-03-27,1601
Montenegro,MNE,2021-03-28,2091
Montenegro,MNE,2021-03-29,2394
Montenegro,MNE,2021-03-30,2467
Montenegro,MNE,2021-03-31,3273
Montenegro,MNE,2021-04-01,3410
Montenegro,MNE,2021-04-02,3808
Montenegro,MNE,2021-04-03,4025
Montenegro,MNE,2021-04-04,4194
Montenegro,MNE,2021-04-05,4482
Montenegro,MNE,2021-04-06,4734
Montenegro,MNE,2021-04-07,5147
Montenegro,MNE,2021-04-08,5378
Montenegro,MNE,2021-04-09,5640
Montenegro,MNE,2021-04-10,6082
Montserrat,MSR,2021-03-10,40
Montserrat,MSR,2021-03-17,194
Morocco,MAR,2021-02-19,4867
Morocco,MAR,2021-02-20,13476
Morocco,MAR,2021-02-22,23667
Morocco,MAR,2021-02-23,31232
Morocco,MAR,2021-02-24,37310
Morocco,MAR,2021-02-25,43626
Morocco,MAR,2021-02-26,96437
Morocco,MAR,2021-02-27,161906
Morocco,MAR,2021-03-01,232980
Morocco,MAR,2021-03-02,293857
Morocco,MAR,2021-03-03,360689
Morocco,MAR,2021-03-04,413032
Morocco,MAR,2021-03-05,499942
Morocco,MAR,2021-03-06,578942
Morocco,MAR,2021-03-08,651351
Morocco,MAR,2021-03-09,717113
Morocco,MAR,2021-03-10,854274
Morocco,MAR,2021-03-11,972079
Morocco,MAR,2021-03-12,1224959
Morocco,MAR,2021-03-13,1471738
Morocco,MAR,2021-03-15,1767472
Morocco,MAR,2021-03-16,1960996
Morocco,MAR,2021-03-17,2116081
Morocco,MAR,2021-03-19,2352348
Morocco,MAR,2021-03-20,2423380
Morocco,MAR,2021-03-22,2516742
Morocco,MAR,2021-03-23,2593204
Morocco,MAR,2021-03-24,2844916
Morocco,MAR,2021-03-25,3071117
Morocco,MAR,2021-03-26,3231742
Morocco,MAR,2021-03-27,3332292
Morocco,MAR,2021-03-29,3455603
Morocco,MAR,2021-03-30,3566498
Morocco,MAR,2021-03-31,3674251
Morocco,MAR,2021-04-01,3767210
Morocco,MAR,2021-04-02,3840569
Morocco,MAR,2021-04-03,3891875
Morocco,MAR,2021-04-05,3951023
Morocco,MAR,2021-04-06,3992324
Morocco,MAR,2021-04-07,4038083
Morocco,MAR,2021-04-08,4075290
Morocco,MAR,2021-04-09,4103257
Morocco,MAR,2021-04-10,4134740
Netherlands,NLD,2021-01-31,15692
Netherlands,NLD,2021-02-07,66409
Netherlands,NLD,2021-02-14,154445
Netherlands,NLD,2021-02-21,218713
Netherlands,NLD,2021-02-28,331671
Netherlands,NLD,2021-03-07,411935
Netherlands,NLD,2021-03-14,493123
Netherlands,NLD,2021-03-21,605491
Netherlands,NLD,2021-03-28,690062
Netherlands,NLD,2021-04-04,806424
New Zealand,NZL,2021-03-31,16483
New Zealand,NZL,2021-04-06,19273
North America,,2021-01-07,2173
North America,,2021-01-08,4053
North America,,2021-01-09,5880
North America,,2021-01-10,5884
North America,,2021-01-11,5884
North America,,2021-01-12,6046
North America,,2021-01-13,16320
North America,,2021-01-14,1363224
North America,,2021-01-15,1639078
North America,,2021-01-16,1641580
North America,,2021-01-17,1645174
North America,,2021-01-18,1649112
North America,,2021-01-19,2070054
North America,,2021-01-20,2226181
North America,,2021-01-21,2476475
North America,,2021-01-22,2851305
North America,,2021-01-23,3133226
North America,,2021-01-24,3330034
North America,,2021-01-25,3477807
North America,,2021-01-26,3630109
North America,,2021-01-27,3916984
North America,,2021-01-28,4388735
North America,,2021-01-29,4915881
North America,,2021-01-30,5410624
North America,,2021-01-31,5813295
North America,,2021-02-01,6099457
North America,,2021-02-02,6243465
North America,,2021-02-03,6633064
North America,,2021-02-04,7144264
North America,,2021-02-05,7738648
North America,,2021-02-06,8575893
North America,,2021-02-07,9416231
North America,,2021-02-08,9818029
North America,,2021-02-09,10163439
North America,,2021-02-10,10813234
North America,,2021-02-11,11553351
North America,,2021-02-12,12474877
North America,,2021-02-13,13492164
North America,,2021-02-14,14501694
North America,,2021-02-15,14524144
North America,,2021-02-16,15479926
North America,,2021-02-17,15965720
North America,,2021-02-18,16676251
North America,,2021-02-19,17896904
North America,,2021-02-20,18797342
North America,,2021-02-21,19787643
North America,,2021-02-22,20400686
North America,,2021-02-23,20871101
North America,,2021-02-24,21621245
North America,,2021-02-25,22636937
North America,,2021-02-26,23744193
North America,,2021-02-27,24842611
North America,,2021-02-28,25929193
North America,,2021-03-01,26634106
North America,,2021-03-02,27343032
North America,,2021-03-03,28165593
North America,,2021-03-04,29008224
North America,,2021-03-05,29936256
North America,,2021-03-06,31013774
North America,,2021-03-07,31925997
North America,,2021-03-08,32744452
North America,,2021-03-09,33358365
North America,,2021-03-10,34166842
North America,,2021-03-11,35129976
North America,,2021-03-12,36275882
North America,,2021-03-13,38208571
North America,,2021-03-14,38740072
North America,,2021-03-15,39627266
North America,,2021-03-16,40339714
North America,,2021-03-17,41308861
North America,,2021-03-18,42327359
North America,,2021-03-19,43286921
North America,,2021-03-20,44442588
North America,,2021-03-21,45571841
North America,,2021-03-22,46413244
North America,,2021-03-23,47040175
North America,,2021-03-24,47939825
North America,,2021-03-25,49017254
North America,,2021-03-26,50328988
North America,,2021-03-27,51794935
North America,,2021-03-28,53250708
North America,,2021-03-29,54332891
North America,,2021-03-30,55320778
North America,,2021-03-31,56607097
North America,,2021-04-01,58148365
North America,,2021-04-02,60160061
North America,,2021-04-03,62062859
North America,,2021-04-04,63651477
North America,,2021-04-05,64703517
North America,,2021-04-06,65564245
North America,,2021-04-07,67156749
North America,,2021-04-08,69148013
North America,,2021-04-09,71164993
North America,,2021-04-10,73980825
Northern Cyprus,OWID_CYN,2021-03-25,44083
Northern Ireland,,2021-01-03,1271
Northern Ireland,,2021-01-10,13949
Northern Ireland,,2021-01-11,15288
Northern Ireland,,2021-01-12,17840
Northern Ireland,,2021-01-13,19010
Northern Ireland,,2021-01-14,19264
Northern Ireland,,2021-01-15,19474
Northern Ireland,,2021-01-16,20174
Northern Ireland,,2021-01-17,21016
Northern Ireland,,2021-01-18,21579
Northern Ireland,,2021-01-19,21960
Northern Ireland,,2021-01-20,22326
Northern Ireland,,2021-01-21,22510
Northern Ireland,,2021-01-22,22660
Northern Ireland,,2021-01-23,22687
Northern Ireland,,2021-01-24,22713
Northern Ireland,,2021-01-25,22795
Northern Ireland,,2021-01-26,22910
Northern Ireland,,2021-01-27,23927
Northern Ireland,,2021-01-28,24070
Northern Ireland,,2021-01-29,24146
Northern Ireland,,2021-01-30,24323
Northern Ireland,,2021-01-31,24612
Northern Ireland,,2021-02-01,24882
Northern Ireland,,2021-02-02,25155
Northern Ireland,,2021-02-03,25539
Northern Ireland,,2021-02-04,26047
Northern Ireland,,2021-02-05,26531
Northern Ireland,,2021-02-06,27207
Northern Ireland,,2021-02-07,27463
Northern Ireland,,2021-02-08,27589
Northern Ireland,,2021-02-09,27772
Northern Ireland,,2021-02-10,28137
Northern Ireland,,2021-02-11,28552
Northern Ireland,,2021-02-12,28937
Northern Ireland,,2021-02-13,28976
Northern Ireland,,2021-02-14,29005
Northern Ireland,,2021-02-15,29201
Northern Ireland,,2021-02-16,29476
Northern Ireland,,2021-02-17,30012
Northern Ireland,,2021-02-18,30381
Northern Ireland,,2021-02-19,30753
Northern Ireland,,2021-02-20,30807
Northern Ireland,,2021-02-21,30796
Northern Ireland,,2021-02-22,31077
Northern Ireland,,2021-02-23,31345
Northern Ireland,,2021-02-24,31637
Northern Ireland,,2021-02-25,31898
Northern Ireland,,2021-02-26,32616
Northern Ireland,,2021-02-27,32665
Northern Ireland,,2021-02-28,33197
Northern Ireland,,2021-03-01,35370
Northern Ireland,,2021-03-02,37862
Northern Ireland,,2021-03-03,40139
Northern Ireland,,2021-03-04,41787
Northern Ireland,,2021-03-05,42096
Northern Ireland,,2021-03-06,42230
Northern Ireland,,2021-03-07,42851
Northern Ireland,,2021-03-08,44594
Northern Ireland,,2021-03-09,46927
Northern Ireland,,2021-03-10,48948
Northern Ireland,,2021-03-11,49400
Northern Ireland,,2021-03-12,50052
Northern Ireland,,2021-03-13,52407
Northern Ireland,,2021-03-14,54636
Northern Ireland,,2021-03-15,58245
Northern Ireland,,2021-03-16,63946
Northern Ireland,,2021-03-17,67202
Northern Ireland,,2021-03-18,70709
Northern Ireland,,2021-03-19,75313
Northern Ireland,,2021-03-20,78496
Northern Ireland,,2021-03-21,88683
Northern Ireland,,2021-03-23,96254
Northern Ireland,,2021-03-24,104907
Northern Ireland,,2021-03-25,113637
Northern Ireland,,2021-03-26,120349
Northern Ireland,,2021-03-27,123452
Northern Ireland,,2021-03-28,125017
Northern Ireland,,2021-03-29,132022
Northern Ireland,,2021-03-30,138486
Northern Ireland,,2021-03-31,145753
Northern Ireland,,2021-04-01,153454
Northern Ireland,,2021-04-02,160262
Northern Ireland,,2021-04-03,162483
Northern Ireland,,2021-04-04,163818
Northern Ireland,,2021-04-05,165374
Northern Ireland,,2021-04-06,167923
Northern Ireland,,2021-04-07,173772
Northern Ireland,,2021-04-08,181814
Northern Ireland,,2021-04-09,189697
Norway,NOR,2021-01-17,5
Norway,NOR,2021-01-18,288
Norway,NOR,2021-01-19,1060
Norway,NOR,2021-01-20,1753
Norway,NOR,2021-01-21,1922
Norway,NOR,2021-01-22,1929
Norway,NOR,2021-01-23,1929
Norway,NOR,2021-01-24,1929
Norway,NOR,2021-01-25,1929
Norway,NOR,2021-01-26,4071
Norway,NOR,2021-01-27,11667
Norway,NOR,2021-01-28,18242
Norway,NOR,2021-01-29,20350
Norway,NOR,2021-01-30,20522
Norway,NOR,2021-01-31,20573
Norway,NOR,2021-02-01,20877
Norway,NOR,2021-02-02,24021
Norway,NOR,2021-02-03,32351
Norway,NOR,2021-02-04,41018
Norway,NOR,2021-02-05,45884
Norway,NOR,2021-02-06,46621
Norway,NOR,2021-02-07,46917
Norway,NOR,2021-02-08,47839
Norway,NOR,2021-02-09,51081
Norway,NOR,2021-02-10,59747
Norway,NOR,2021-02-11,68328
Norway,NOR,2021-02-12,71941
Norway,NOR,2021-02-13,72247
Norway,NOR,2021-02-14,72251
Norway,NOR,2021-02-15,73002
Norway,NOR,2021-02-16,75178
Norway,NOR,2021-02-17,85384
Norway,NOR,2021-02-18,96205
Norway,NOR,2021-02-19,101004
Norway,NOR,2021-02-20,101177
Norway,NOR,2021-02-21,101280
Norway,NOR,2021-02-22,101421
Norway,NOR,2021-02-23,106627
Norway,NOR,2021-02-24,128988
Norway,NOR,2021-02-25,154136
Norway,NOR,2021-02-26,164071
Norway,NOR,2021-02-27,164274
Norway,NOR,2021-02-28,164433
Norway,NOR,2021-03-01,164496
Norway,NOR,2021-03-02,168320
Norway,NOR,2021-03-03,186392
Norway,NOR,2021-03-04,204871
Norway,NOR,2021-03-05,211410
Norway,NOR,2021-03-06,211889
Norway,NOR,2021-03-07,211891
Norway,NOR,2021-03-08,211937
Norway,NOR,2021-03-09,216209
Norway,NOR,2021-03-10,233416
Norway,NOR,2021-03-11,249989
Norway,NOR,2021-03-12,258295
Norway,NOR,2021-03-13,258600
Norway,NOR,2021-03-14,258709
Norway,NOR,2021-03-15,259146
Norway,NOR,2021-03-16,259773
Norway,NOR,2021-03-17,261329
Norway,NOR,2021-03-18,262737
Norway,NOR,2021-03-19,263707
Norway,NOR,2021-03-20,263729
Norway,NOR,2021-03-21,263797
Norway,NOR,2021-03-22,263882
Norway,NOR,2021-03-23,264835
Norway,NOR,2021-03-24,268496
Norway,NOR,2021-03-25,270827
Norway,NOR,2021-03-26,271970
Norway,NOR,2021-03-27,271976
Norway,NOR,2021-03-28,271979
Norway,NOR,2021-03-29,272005
Norway,NOR,2021-03-30,276012
Norway,NOR,2021-03-31,282931
Norway,NOR,2021-04-01,284401
Norway,NOR,2021-04-02,285083
Norway,NOR,2021-04-03,285089
Norway,NOR,2021-04-04,285132
Norway,NOR,2021-04-05,285188
Norway,NOR,2021-04-06,287719
Norway,NOR,2021-04-07,291335
Norway,NOR,2021-04-08,295358
Oceania,,2021-03-31,16483
Oceania,,2021-04-01,16483
Oceania,,2021-04-02,16483
Oceania,,2021-04-03,16483
Oceania,,2021-04-04,16483
Oceania,,2021-04-05,16483
Oceania,,2021-04-06,19273
Oceania,,2021-04-07,19273
Oceania,,2021-04-08,19273
Oceania,,2021-04-09,19273
Oceania,,2021-04-10,19273
Oman,OMN,2021-01-17,673
Oman,OMN,2021-01-18,1985
Oman,OMN,2021-01-19,3276
Oman,OMN,2021-01-20,4775
Oman,OMN,2021-01-23,5902
Oman,OMN,2021-01-24,7992
Oman,OMN,2021-01-25,9833
Oman,OMN,2021-01-26,11433
Oman,OMN,2021-01-27,12272
Oman,OMN,2021-02-08,12272
Oman,OMN,2021-02-09,12272
Oman,OMN,2021-02-10,12272
Oman,OMN,2021-02-11,12272
Oman,OMN,2021-02-12,12272
Oman,OMN,2021-02-13,12272
Oman,OMN,2021-02-14,12272
Oman,OMN,2021-02-15,12272
Oman,OMN,2021-02-16,19019
Oman,OMN,2021-02-17,19019
Oman,OMN,2021-02-18,19019
Oman,OMN,2021-02-19,19019
Oman,OMN,2021-02-20,19019
Oman,OMN,2021-02-21,19019
Oman,OMN,2021-02-22,19019
Oman,OMN,2021-02-23,19019
Oman,OMN,2021-03-09,19019
Oman,OMN,2021-03-10,19019
Oman,OMN,2021-03-15,19019
Oman,OMN,2021-03-17,19019
Oman,OMN,2021-03-22,19019
Oman,OMN,2021-03-24,19019
Oman,OMN,2021-03-29,19019
Oman,OMN,2021-03-31,19019
Oman,OMN,2021-04-05,19019
Palestine,PSE,2021-03-30,7978
Palestine,PSE,2021-03-31,8687
Palestine,PSE,2021-04-01,9395
Palestine,PSE,2021-04-03,10182
Palestine,PSE,2021-04-04,11129
Palestine,PSE,2021-04-05,11328
Palestine,PSE,2021-04-06,11432
Palestine,PSE,2021-04-07,11620
Palestine,PSE,2021-04-08,11748
Panama,PAN,2021-03-30,116540
Panama,PAN,2021-04-06,157100
Paraguay,PRY,2021-03-15,150
Paraguay,PRY,2021-03-16,495
Paraguay,PRY,2021-03-17,915
Paraguay,PRY,2021-03-18,1220
Paraguay,PRY,2021-03-19,1375
Paraguay,PRY,2021-03-20,1375
Paraguay,PRY,2021-03-22,1400
Paraguay,PRY,2021-03-23,1505
Paraguay,PRY,2021-03-24,1580
Paraguay,PRY,2021-03-25,1621
Paraguay,PRY,2021-03-26,1657
Paraguay,PRY,2021-03-27,1659
Paraguay,PRY,2021-03-28,1666
Paraguay,PRY,2021-03-29,1752
Paraguay,PRY,2021-03-30,1794
Paraguay,PRY,2021-03-31,1839
Paraguay,PRY,2021-04-01,1838
Paraguay,PRY,2021-04-02,1840
Paraguay,PRY,2021-04-03,1840
Paraguay,PRY,2021-04-04,1840
Paraguay,PRY,2021-04-05,1861
Paraguay,PRY,2021-04-06,1946
Paraguay,PRY,2021-04-07,2684
Peru,PER,2021-03-02,1623
Peru,PER,2021-03-03,12824
Peru,PER,2021-03-04,39141
Peru,PER,2021-03-05,69060
Peru,PER,2021-03-06,83497
Peru,PER,2021-03-07,85499
Peru,PER,2021-03-08,96019
Peru,PER,2021-03-09,102114
Peru,PER,2021-03-10,106625
Peru,PER,2021-03-11,111316
Peru,PER,2021-03-12,125940
Peru,PER,2021-03-13,152187
Peru,PER,2021-03-14,154757
Peru,PER,2021-03-15,180276
Peru,PER,2021-03-16,202608
Peru,PER,2021-03-17,224551
Peru,PER,2021-03-18,239713
Peru,PER,2021-03-19,254481
Peru,PER,2021-03-20,259861
Peru,PER,2021-03-21,260877
Peru,PER,2021-03-22,268485
Peru,PER,2021-03-23,274783
Peru,PER,2021-03-24,280664
Peru,PER,2021-03-25,284352
Peru,PER,2021-03-26,287967
Peru,PER,2021-03-27,290544
Peru,PER,2021-03-28,290721
Peru,PER,2021-03-29,300698
Peru,PER,2021-03-30,312349
Peru,PER,2021-03-31,323739
Peru,PER,2021-04-01,327076
Peru,PER,2021-04-02,329591
Peru,PER,2021-04-03,335023
Peru,PER,2021-04-04,335437
Peru,PER,2021-04-05,341085
Peru,PER,2021-04-06,352081
Peru,PER,2021-04-07,362992
Peru,PER,2021-04-08,376776
Peru,PER,2021-04-09,384008
Philippines,PHL,2021-03-30,1344
Philippines,PHL,2021-04-05,28850
Philippines,PHL,2021-04-06,50685
Poland,POL,2021-01-17,671
Poland,POL,2021-01-18,3468
Poland,POL,2021-01-19,11174
Poland,POL,2021-01-20,24992
Poland,POL,2021-01-21,39686
Poland,POL,2021-01-22,45479
Poland,POL,2021-01-23,46980
Poland,POL,2021-01-24,47721
Poland,POL,2021-01-25,75765
Poland,POL,2021-01-26,123044
Poland,POL,2021-01-27,149779
Poland,POL,2021-01-28,179128
Poland,POL,2021-01-29,195481
Poland,POL,2021-01-30,198478
Poland,POL,2021-01-31,200537
Poland,POL,2021-02-01,233129
Poland,POL,2021-02-02,289190
Poland,POL,2021-02-03,344432
Poland,POL,2021-02-04,395375
Poland,POL,2021-02-05,424730
Poland,POL,2021-02-06,440365
Poland,POL,2021-02-07,450496
Poland,POL,2021-02-09,482146
Poland,POL,2021-02-11,580607
Poland,POL,2021-02-12,624907
Poland,POL,2021-02-13,640650
Poland,POL,2021-02-14,645971
Poland,POL,2021-02-15,658235
Poland,POL,2021-02-16,691380
Poland,POL,2021-02-17,774060
Poland,POL,2021-02-18,865884
Poland,POL,2021-02-19,916935
Poland,POL,2021-02-20,925682
Poland,POL,2021-02-21,929965
Poland,POL,2021-02-22,934782
Poland,POL,2021-02-24,1031518
Poland,POL,2021-02-26,1168058
Poland,POL,2021-02-28,1186747
Poland,POL,2021-03-01,1192900
Poland,POL,2021-03-03,1281179
Poland,POL,2021-03-04,1366648
Poland,POL,2021-03-06,1424715
Poland,POL,2021-03-08,1434640
Poland,POL,2021-03-09,1445170
Poland,POL,2021-03-11,1555400
Poland,POL,2021-03-12,1595520
Poland,POL,2021-03-13,1602745
Poland,POL,2021-03-14,1606154
Poland,POL,2021-03-15,1610293
Poland,POL,2021-03-16,1621287
Poland,POL,2021-03-17,1664524
Poland,POL,2021-03-18,1730349
Poland,POL,2021-03-19,1769770
Poland,POL,2021-03-20,1780169
Poland,POL,2021-03-21,1783720
Poland,POL,2021-03-22,1788446
Poland,POL,2021-03-23,1808008
Poland,POL,2021-03-24,1857517
Poland,POL,2021-03-26,1969905
Poland,POL,2021-03-28,1992611
Poland,POL,2021-03-30,2019040
Poland,POL,2021-03-31,2039663
Poland,POL,2021-04-01,2058204
Poland,POL,2021-04-02,2070003
Poland,POL,2021-04-04,2073334
Poland,POL,2021-04-05,2074033
Poland,POL,2021-04-07,2090058
Poland,POL,2021-04-08,2096185
Poland,POL,2021-04-10,2105550
Portugal,PRT,2021-01-17,1161
Portugal,PRT,2021-01-18,1825
Portugal,PRT,2021-01-19,9443
Portugal,PRT,2021-01-20,18618
Portugal,PRT,2021-01-21,23592
Portugal,PRT,2021-01-22,25996
Portugal,PRT,2021-01-23,30036
Portugal,PRT,2021-01-24,30553
Portugal,PRT,2021-01-25,30553
Portugal,PRT,2021-01-26,30553
Portugal,PRT,2021-01-27,30553
Portugal,PRT,2021-01-28,30553
Portugal,PRT,2021-01-29,30553
Portugal,PRT,2021-01-30,65461
Portugal,PRT,2021-01-31,68385
Portugal,PRT,2021-02-01,68752
Portugal,PRT,2021-02-02,70695
Portugal,PRT,2021-02-03,75852
Portugal,PRT,2021-02-04,84975
Portugal,PRT,2021-02-05,94916
Portugal,PRT,2021-02-06,103786
Portugal,PRT,2021-02-07,104526
