Entity,Code,Day,total_vaccinations_per_hundred
Seychelles,SYC,2021-03-08,85.89
Seychelles,SYC,2021-03-10,88.81
Seychelles,SYC,2021-03-11,89.59
Seychelles,SYC,2021-03-15,91.02
Seychelles,SYC,2021-03-18,91.67
Seychelles,SYC,2021-03-23,96.07
Seychelles,SYC,2021-03-24,98.15
Seychelles,SYC,2021-03-30,102.25
Seychelles,SYC,2021-04-01,103.8
Seychelles,SYC,2021-04-06,105.72
Sierra Leone,SLE,2021-03-14,0
Sierra Leone,SLE,2021-03-25,0.13
Sierra Leone,SLE,2021-03-30,0.32
Sierra Leone,SLE,2021-03-31,0.4
Singapore,SGP,2021-01-11,0.06
Singapore,SGP,2021-01-12,0.11
Singapore,SGP,2021-01-22,1.03
Singapore,SGP,2021-01-27,1.93
Singapore,SGP,2021-01-31,2.65
Singapore,SGP,2021-02-02,3.09
Singapore,SGP,2021-02-10,4.38
Singapore,SGP,2021-02-18,6.15
Singapore,SGP,2021-03-01,8.97
Singapore,SGP,2021-03-04,9.66
Singapore,SGP,2021-03-07,10.19
Singapore,SGP,2021-03-08,10.45
Singapore,SGP,2021-03-15,13.54
Singapore,SGP,2021-03-22,18.32
Singapore,SGP,2021-03-23,18.96
Singapore,SGP,2021-03-29,22.54
Singapore,SGP,2021-04-03,25.95
Singapore,SGP,2021-04-06,28.5
Slovakia,SVK,2021-01-04,0
Slovakia,SVK,2021-01-05,0.01
Slovakia,SVK,2021-01-06,0.12
Slovakia,SVK,2021-01-07,0.25
Slovakia,SVK,2021-01-08,0.38
Slovakia,SVK,2021-01-09,0.41
Slovakia,SVK,2021-01-10,0.46
Slovakia,SVK,2021-01-11,0.54
Slovakia,SVK,2021-01-12,0.73
Slovakia,SVK,2021-01-13,0.86
Slovakia,SVK,2021-01-14,0.99
Slovakia,SVK,2021-01-15,1.14
Slovakia,SVK,2021-01-16,1.16
Slovakia,SVK,2021-01-17,1.16
Slovakia,SVK,2021-01-18,1.33
Slovakia,SVK,2021-01-19,1.47
Slovakia,SVK,2021-01-20,1.62
Slovakia,SVK,2021-01-21,1.75
Slovakia,SVK,2021-01-22,1.87
Slovakia,SVK,2021-01-23,1.88
Slovakia,SVK,2021-01-24,1.88
Slovakia,SVK,2021-01-25,2.04
Slovakia,SVK,2021-01-26,2.18
Slovakia,SVK,2021-01-27,2.31
Slovakia,SVK,2021-01-28,2.49
Slovakia,SVK,2021-01-29,2.7
Slovakia,SVK,2021-01-30,2.73
Slovakia,SVK,2021-01-31,2.73
Slovakia,SVK,2021-02-01,2.95
Slovakia,SVK,2021-02-02,3.17
Slovakia,SVK,2021-02-03,3.39
Slovakia,SVK,2021-02-04,3.65
Slovakia,SVK,2021-02-05,3.93
Slovakia,SVK,2021-02-06,3.98
Slovakia,SVK,2021-02-07,3.98
Slovakia,SVK,2021-02-08,4.19
Slovakia,SVK,2021-02-09,4.46
Slovakia,SVK,2021-02-10,4.7
Slovakia,SVK,2021-02-11,4.95
Slovakia,SVK,2021-02-12,5.21
Slovakia,SVK,2021-02-13,5.29
Slovakia,SVK,2021-02-14,5.49
Slovakia,SVK,2021-02-15,5.73
Slovakia,SVK,2021-02-16,5.94
Slovakia,SVK,2021-02-17,6.15
Slovakia,SVK,2021-02-18,6.36
Slovakia,SVK,2021-02-19,6.6
Slovakia,SVK,2021-02-20,6.72
Slovakia,SVK,2021-02-21,6.84
Slovakia,SVK,2021-02-22,7.07
Slovakia,SVK,2021-02-23,7.3
Slovakia,SVK,2021-02-24,7.54
Slovakia,SVK,2021-02-25,7.74
Slovakia,SVK,2021-02-26,7.98
Slovakia,SVK,2021-02-27,8.16
Slovakia,SVK,2021-02-28,8.26
Slovakia,SVK,2021-03-01,8.54
Slovakia,SVK,2021-03-02,8.82
Slovakia,SVK,2021-03-03,9.06
Slovakia,SVK,2021-03-04,9.3
Slovakia,SVK,2021-03-05,9.53
Slovakia,SVK,2021-03-06,9.92
Slovakia,SVK,2021-03-07,10.15
Slovakia,SVK,2021-03-08,10.4
Slovakia,SVK,2021-03-09,10.58
Slovakia,SVK,2021-03-10,10.78
Slovakia,SVK,2021-03-11,11.12
Slovakia,SVK,2021-03-12,11.47
Slovakia,SVK,2021-03-13,11.91
Slovakia,SVK,2021-03-14,12.21
Slovakia,SVK,2021-03-15,12.53
Slovakia,SVK,2021-03-16,12.88
Slovakia,SVK,2021-03-17,13.23
Slovakia,SVK,2021-03-18,13.6
Slovakia,SVK,2021-03-19,13.94
Slovakia,SVK,2021-03-20,14.31
Slovakia,SVK,2021-03-21,14.6
Slovakia,SVK,2021-03-22,14.99
Slovakia,SVK,2021-03-23,15.4
Slovakia,SVK,2021-03-24,15.8
Slovakia,SVK,2021-03-25,16.14
Slovakia,SVK,2021-03-26,16.48
Slovakia,SVK,2021-03-27,16.75
Slovakia,SVK,2021-03-28,16.91
Slovakia,SVK,2021-03-29,17.27
Slovakia,SVK,2021-03-30,17.65
Slovakia,SVK,2021-03-31,18.06
Slovakia,SVK,2021-04-01,18.45
Slovakia,SVK,2021-04-02,18.53
Slovakia,SVK,2021-04-03,18.74
Slovakia,SVK,2021-04-04,18.82
Slovakia,SVK,2021-04-05,18.82
Slovakia,SVK,2021-04-06,19.18
Slovakia,SVK,2021-04-07,19.58
Slovakia,SVK,2021-04-08,19.93
Slovakia,SVK,2021-04-09,19.94
Slovakia,SVK,2021-04-10,20.61
Slovenia,SVN,2020-12-27,0.29
Slovenia,SVN,2020-12-28,0.36
Slovenia,SVN,2020-12-29,0.42
Slovenia,SVN,2020-12-30,0.44
Slovenia,SVN,2020-12-31,0.53
Slovenia,SVN,2021-01-01,0.54
Slovenia,SVN,2021-01-02,0.56
Slovenia,SVN,2021-01-03,0.59
Slovenia,SVN,2021-01-04,0.64
Slovenia,SVN,2021-01-05,0.76
Slovenia,SVN,2021-01-06,1.01
Slovenia,SVN,2021-01-07,1.27
Slovenia,SVN,2021-01-08,1.43
Slovenia,SVN,2021-01-09,1.44
Slovenia,SVN,2021-01-10,1.44
Slovenia,SVN,2021-01-11,1.46
Slovenia,SVN,2021-01-12,1.55
Slovenia,SVN,2021-01-13,1.77
Slovenia,SVN,2021-01-14,2.1
Slovenia,SVN,2021-01-15,2.33
Slovenia,SVN,2021-01-16,2.35
Slovenia,SVN,2021-01-17,2.35
Slovenia,SVN,2021-01-18,2.36
Slovenia,SVN,2021-01-19,2.46
Slovenia,SVN,2021-01-20,2.69
Slovenia,SVN,2021-01-21,2.91
Slovenia,SVN,2021-01-22,3.02
Slovenia,SVN,2021-01-23,3.05
Slovenia,SVN,2021-01-24,3.06
Slovenia,SVN,2021-01-25,3.06
Slovenia,SVN,2021-01-26,3.15
Slovenia,SVN,2021-01-27,3.39
Slovenia,SVN,2021-01-28,3.68
Slovenia,SVN,2021-01-29,3.9
Slovenia,SVN,2021-01-30,3.91
Slovenia,SVN,2021-01-31,3.91
Slovenia,SVN,2021-02-01,3.91
Slovenia,SVN,2021-02-02,3.97
Slovenia,SVN,2021-02-03,4.2
Slovenia,SVN,2021-02-04,4.55
Slovenia,SVN,2021-02-05,4.82
Slovenia,SVN,2021-02-06,4.85
Slovenia,SVN,2021-02-07,4.85
Slovenia,SVN,2021-02-08,4.87
Slovenia,SVN,2021-02-09,4.88
Slovenia,SVN,2021-02-10,5.03
Slovenia,SVN,2021-02-11,5.44
Slovenia,SVN,2021-02-12,5.86
Slovenia,SVN,2021-02-13,5.9
Slovenia,SVN,2021-02-14,5.9
Slovenia,SVN,2021-02-15,5.91
Slovenia,SVN,2021-02-16,5.96
Slovenia,SVN,2021-02-17,6.23
Slovenia,SVN,2021-02-18,6.66
Slovenia,SVN,2021-02-19,6.98
Slovenia,SVN,2021-02-20,7.11
Slovenia,SVN,2021-02-21,7.11
Slovenia,SVN,2021-02-22,7.13
Slovenia,SVN,2021-02-23,7.2
Slovenia,SVN,2021-02-24,7.54
Slovenia,SVN,2021-02-25,8.06
Slovenia,SVN,2021-02-26,8.44
Slovenia,SVN,2021-02-27,8.48
Slovenia,SVN,2021-02-28,8.48
Slovenia,SVN,2021-03-01,8.54
Slovenia,SVN,2021-03-02,8.64
Slovenia,SVN,2021-03-03,9
Slovenia,SVN,2021-03-04,9.54
Slovenia,SVN,2021-03-05,10.03
Slovenia,SVN,2021-03-06,10.13
Slovenia,SVN,2021-03-07,10.13
Slovenia,SVN,2021-03-08,10.21
Slovenia,SVN,2021-03-09,10.42
Slovenia,SVN,2021-03-10,10.88
Slovenia,SVN,2021-03-11,11.55
Slovenia,SVN,2021-03-12,12.19
Slovenia,SVN,2021-03-13,12.59
Slovenia,SVN,2021-03-14,12.59
Slovenia,SVN,2021-03-15,12.67
Slovenia,SVN,2021-03-16,12.72
Slovenia,SVN,2021-03-17,13.02
Slovenia,SVN,2021-03-18,13.5
Slovenia,SVN,2021-03-19,13.86
Slovenia,SVN,2021-03-20,14.07
Slovenia,SVN,2021-03-21,14.07
Slovenia,SVN,2021-03-22,14.12
Slovenia,SVN,2021-03-23,14.32
Slovenia,SVN,2021-03-24,14.8
Slovenia,SVN,2021-03-25,15.49
Slovenia,SVN,2021-03-26,16.25
Slovenia,SVN,2021-03-27,16.6
Slovenia,SVN,2021-03-28,16.66
Slovenia,SVN,2021-03-29,16.71
Slovenia,SVN,2021-03-30,17.09
Slovenia,SVN,2021-03-31,17.79
Slovenia,SVN,2021-04-01,18.7
Slovenia,SVN,2021-04-02,19.27
Slovenia,SVN,2021-04-03,19.42
Slovenia,SVN,2021-04-04,19.49
Slovenia,SVN,2021-04-05,19.49
Slovenia,SVN,2021-04-06,19.63
Slovenia,SVN,2021-04-07,19.92
Slovenia,SVN,2021-04-08,20.62
Slovenia,SVN,2021-04-09,20.62
Solomon Islands,SLB,2021-03-23,0
Solomon Islands,SLB,2021-03-31,0.29
South Africa,ZAF,2021-02-16,0
South Africa,ZAF,2021-02-18,0
South Africa,ZAF,2021-02-19,0.01
South Africa,ZAF,2021-02-20,0.02
South Africa,ZAF,2021-02-21,0.03
South Africa,ZAF,2021-02-22,0.04
South Africa,ZAF,2021-02-23,0.05
South Africa,ZAF,2021-02-24,0.07
South Africa,ZAF,2021-02-25,0.09
South Africa,ZAF,2021-02-26,0.11
South Africa,ZAF,2021-02-27,0.11
South Africa,ZAF,2021-02-28,0.12
South Africa,ZAF,2021-03-01,0.12
South Africa,ZAF,2021-03-02,0.13
South Africa,ZAF,2021-03-03,0.14
South Africa,ZAF,2021-03-04,0.16
South Africa,ZAF,2021-03-05,0.17
South Africa,ZAF,2021-03-06,0.17
South Africa,ZAF,2021-03-07,0.17
South Africa,ZAF,2021-03-08,0.17
South Africa,ZAF,2021-03-09,0.18
South Africa,ZAF,2021-03-10,0.22
South Africa,ZAF,2021-03-11,0.23
South Africa,ZAF,2021-03-12,0.24
South Africa,ZAF,2021-03-13,0.25
South Africa,ZAF,2021-03-15,0.25
South Africa,ZAF,2021-03-16,0.27
South Africa,ZAF,2021-03-17,0.28
South Africa,ZAF,2021-03-18,0.3
South Africa,ZAF,2021-03-19,0.31
South Africa,ZAF,2021-03-23,0.33
South Africa,ZAF,2021-03-24,0.35
South Africa,ZAF,2021-03-25,0.37
South Africa,ZAF,2021-03-26,0.39
South Africa,ZAF,2021-03-27,0.39
South Africa,ZAF,2021-03-29,0.4
South Africa,ZAF,2021-03-30,0.42
South Africa,ZAF,2021-03-31,0.44
South Africa,ZAF,2021-04-01,0.45
South Africa,ZAF,2021-04-06,0.46
South Africa,ZAF,2021-04-07,0.47
South Africa,ZAF,2021-04-08,0.48
South Africa,ZAF,2021-04-09,0.49
South Africa,ZAF,2021-04-10,0.49
South America,,2020-12-24,0
South America,,2020-12-25,0
South America,,2020-12-26,0
South America,,2020-12-27,0
South America,,2020-12-28,0
South America,,2020-12-29,0
South America,,2020-12-30,0
South America,,2020-12-31,0.01
South America,,2021-01-01,0.01
South America,,2021-01-02,0.01
South America,,2021-01-03,0.01
South America,,2021-01-04,0.01
South America,,2021-01-05,0.01
South America,,2021-01-06,0.01
South America,,2021-01-07,0.01
South America,,2021-01-08,0.03
South America,,2021-01-09,0.03
South America,,2021-01-10,0.03
South America,,2021-01-11,0.03
South America,,2021-01-12,0.03
South America,,2021-01-13,0.04
South America,,2021-01-14,0.04
South America,,2021-01-15,0.05
South America,,2021-01-16,0.05
South America,,2021-01-17,0.05
South America,,2021-01-18,0.05
South America,,2021-01-19,0.06
South America,,2021-01-20,0.08
South America,,2021-01-21,0.11
South America,,2021-01-22,0.14
South America,,2021-01-23,0.21
South America,,2021-01-24,0.22
South America,,2021-01-25,0.25
South America,,2021-01-26,0.28
South America,,2021-01-27,0.35
South America,,2021-01-28,0.43
South America,,2021-01-29,0.48
South America,,2021-01-30,0.57
South America,,2021-01-31,0.58
South America,,2021-02-01,0.6
South America,,2021-02-02,0.64
South America,,2021-02-03,0.74
South America,,2021-02-04,0.92
South America,,2021-02-05,0.96
South America,,2021-02-06,1.05
South America,,2021-02-07,1.09
South America,,2021-02-08,1.16
South America,,2021-02-09,1.27
South America,,2021-02-10,1.41
South America,,2021-02-11,1.56
South America,,2021-02-12,1.69
South America,,2021-02-13,1.81
South America,,2021-02-14,1.83
South America,,2021-02-15,1.91
South America,,2021-02-16,2.04
South America,,2021-02-17,2.15
South America,,2021-02-18,2.27
South America,,2021-02-19,2.39
South America,,2021-02-20,2.48
South America,,2021-02-21,2.52
South America,,2021-02-22,2.57
South America,,2021-02-23,2.66
South America,,2021-02-24,2.76
South America,,2021-02-25,2.86
South America,,2021-02-26,2.97
South America,,2021-02-27,3.05
South America,,2021-02-28,3.09
South America,,2021-03-01,3.15
South America,,2021-03-02,3.31
South America,,2021-03-03,3.51
South America,,2021-03-04,3.72
South America,,2021-03-05,3.94
South America,,2021-03-06,3.98
South America,,2021-03-07,4.03
South America,,2021-03-08,4.13
South America,,2021-03-09,4.27
South America,,2021-03-10,4.47
South America,,2021-03-11,4.73
South America,,2021-03-12,4.99
South America,,2021-03-13,5.14
South America,,2021-03-14,5.19
South America,,2021-03-15,5.43
South America,,2021-03-16,5.58
South America,,2021-03-17,5.91
South America,,2021-03-18,6.12
South America,,2021-03-19,6.34
South America,,2021-03-20,6.43
South America,,2021-03-21,6.48
South America,,2021-03-22,6.69
South America,,2021-03-23,7.06
South America,,2021-03-24,7.34
South America,,2021-03-25,7.58
South America,,2021-03-26,7.83
South America,,2021-03-27,8
South America,,2021-03-28,8.08
South America,,2021-03-29,8.29
South America,,2021-03-30,8.47
South America,,2021-03-31,8.83
South America,,2021-04-01,8.97
South America,,2021-04-02,9.38
South America,,2021-04-03,9.49
South America,,2021-04-04,9.54
South America,,2021-04-05,9.86
South America,,2021-04-06,10.18
South America,,2021-04-07,10.65
South America,,2021-04-08,10.98
South America,,2021-04-09,11.3
South America,,2021-04-10,11.55
South Korea,KOR,2021-02-25,0
South Korea,KOR,2021-02-26,0.04
South Korea,KOR,2021-02-27,0.04
South Korea,KOR,2021-02-28,0.04
South Korea,KOR,2021-03-02,0.17
South Korea,KOR,2021-03-03,0.3
South Korea,KOR,2021-03-04,0.44
South Korea,KOR,2021-03-05,0.58
South Korea,KOR,2021-03-06,0.61
South Korea,KOR,2021-03-07,0.62
South Korea,KOR,2021-03-08,0.75
South Korea,KOR,2021-03-09,0.87
South Korea,KOR,2021-03-10,0.98
South Korea,KOR,2021-03-11,1.07
South Korea,KOR,2021-03-12,1.14
South Korea,KOR,2021-03-13,1.15
South Korea,KOR,2021-03-14,1.15
South Korea,KOR,2021-03-15,1.17
South Korea,KOR,2021-03-16,1.21
South Korea,KOR,2021-03-17,1.25
South Korea,KOR,2021-03-18,1.29
South Korea,KOR,2021-03-19,1.32
South Korea,KOR,2021-03-20,1.32
South Korea,KOR,2021-03-21,1.32
South Korea,KOR,2021-03-22,1.33
South Korea,KOR,2021-03-23,1.38
South Korea,KOR,2021-03-24,1.44
South Korea,KOR,2021-03-25,1.5
South Korea,KOR,2021-03-26,1.56
South Korea,KOR,2021-03-27,1.56
South Korea,KOR,2021-03-28,1.56
South Korea,KOR,2021-03-29,1.62
South Korea,KOR,2021-03-30,1.68
South Korea,KOR,2021-03-31,1.74
South Korea,KOR,2021-04-01,1.82
South Korea,KOR,2021-04-02,1.91
South Korea,KOR,2021-04-03,1.93
South Korea,KOR,2021-04-04,1.93
South Korea,KOR,2021-04-05,2
South Korea,KOR,2021-04-06,2.09
South Korea,KOR,2021-04-07,2.18
South Korea,KOR,2021-04-08,2.27
South Korea,KOR,2021-04-09,2.36
South Korea,KOR,2021-04-10,2.37
Spain,ESP,2021-01-04,0.18
Spain,ESP,2021-01-05,0.3
Spain,ESP,2021-01-07,0.44
Spain,ESP,2021-01-08,0.59
Spain,ESP,2021-01-11,0.87
Spain,ESP,2021-01-12,1.04
Spain,ESP,2021-01-13,1.24
Spain,ESP,2021-01-14,1.45
Spain,ESP,2021-01-15,1.64
Spain,ESP,2021-01-18,1.92
Spain,ESP,2021-01-19,2.07
Spain,ESP,2021-01-20,2.19
Spain,ESP,2021-01-21,2.36
Spain,ESP,2021-01-22,2.49
Spain,ESP,2021-01-24,2.65
Spain,ESP,2021-01-25,2.76
Spain,ESP,2021-01-26,2.9
Spain,ESP,2021-01-27,2.98
Spain,ESP,2021-01-28,3.15
Spain,ESP,2021-01-31,3.44
Spain,ESP,2021-02-01,3.58
Spain,ESP,2021-02-02,3.77
Spain,ESP,2021-02-03,3.99
Spain,ESP,2021-02-04,4.25
Spain,ESP,2021-02-07,4.5
Spain,ESP,2021-02-08,4.64
Spain,ESP,2021-02-09,4.78
Spain,ESP,2021-02-10,4.96
Spain,ESP,2021-02-11,5.18
Spain,ESP,2021-02-14,5.48
Spain,ESP,2021-02-15,5.61
Spain,ESP,2021-02-16,5.75
Spain,ESP,2021-02-17,5.95
Spain,ESP,2021-02-18,6.28
Spain,ESP,2021-02-21,6.61
Spain,ESP,2021-02-22,6.77
Spain,ESP,2021-02-23,7.03
Spain,ESP,2021-02-24,7.35
Spain,ESP,2021-02-25,7.71
Spain,ESP,2021-02-28,8.19
Spain,ESP,2021-03-01,8.36
Spain,ESP,2021-03-02,8.68
Spain,ESP,2021-03-03,9.05
Spain,ESP,2021-03-04,9.56
Spain,ESP,2021-03-07,10.08
Spain,ESP,2021-03-08,10.37
Spain,ESP,2021-03-09,10.67
Spain,ESP,2021-03-10,11.06
Spain,ESP,2021-03-11,11.45
Spain,ESP,2021-03-15,12.07
Spain,ESP,2021-03-16,12.28
Spain,ESP,2021-03-17,12.53
Spain,ESP,2021-03-18,12.82
Spain,ESP,2021-03-22,13.52
Spain,ESP,2021-03-23,13.71
Spain,ESP,2021-03-24,14.16
Spain,ESP,2021-03-25,14.63
Spain,ESP,2021-03-26,15.12
Spain,ESP,2021-03-29,16.19
Spain,ESP,2021-03-30,16.55
Spain,ESP,2021-03-31,17.19
Spain,ESP,2021-04-01,17.84
Spain,ESP,2021-04-03,18.28
Spain,ESP,2021-04-05,18.7
Spain,ESP,2021-04-06,19.29
Spain,ESP,2021-04-07,20.01
Spain,ESP,2021-04-08,20.99
Spain,ESP,2021-04-09,21.88
Sri Lanka,LKA,2021-01-28,0
Sri Lanka,LKA,2021-01-29,0.02
Sri Lanka,LKA,2021-01-30,0.18
Sri Lanka,LKA,2021-01-31,0.28
Sri Lanka,LKA,2021-02-01,0.45
Sri Lanka,LKA,2021-02-02,0.55
Sri Lanka,LKA,2021-02-03,0.65
Sri Lanka,LKA,2021-02-04,0.68
Sri Lanka,LKA,2021-02-05,0.73
Sri Lanka,LKA,2021-02-06,0.75
Sri Lanka,LKA,2021-02-07,0.76
Sri Lanka,LKA,2021-02-08,0.78
Sri Lanka,LKA,2021-02-09,0.81
Sri Lanka,LKA,2021-02-10,0.83
Sri Lanka,LKA,2021-02-11,0.83
Sri Lanka,LKA,2021-02-12,0.84
Sri Lanka,LKA,2021-02-13,0.87
Sri Lanka,LKA,2021-02-14,0.88
Sri Lanka,LKA,2021-02-15,0.9
Sri Lanka,LKA,2021-02-16,0.92
Sri Lanka,LKA,2021-02-17,0.98
Sri Lanka,LKA,2021-02-18,1.09
Sri Lanka,LKA,2021-02-19,1.23
Sri Lanka,LKA,2021-02-20,1.41
Sri Lanka,LKA,2021-02-21,1.58
Sri Lanka,LKA,2021-02-22,1.65
Sri Lanka,LKA,2021-02-23,1.71
Sri Lanka,LKA,2021-02-24,1.84
Sri Lanka,LKA,2021-02-26,1.9
Sri Lanka,LKA,2021-02-27,2.06
Sri Lanka,LKA,2021-02-28,2.18
Sri Lanka,LKA,2021-03-01,2.38
Sri Lanka,LKA,2021-03-02,2.59
Sri Lanka,LKA,2021-03-03,2.8
Sri Lanka,LKA,2021-03-04,3.04
Sri Lanka,LKA,2021-03-05,3.27
Sri Lanka,LKA,2021-03-06,3.38
Sri Lanka,LKA,2021-03-07,3.41
Sri Lanka,LKA,2021-03-08,3.44
Sri Lanka,LKA,2021-03-09,3.47
Sri Lanka,LKA,2021-03-10,3.51
Sri Lanka,LKA,2021-03-11,3.55
Sri Lanka,LKA,2021-03-12,3.55
Sri Lanka,LKA,2021-03-13,3.6
Sri Lanka,LKA,2021-03-14,3.61
Sri Lanka,LKA,2021-03-15,3.66
Sri Lanka,LKA,2021-03-16,3.72
Sri Lanka,LKA,2021-03-17,3.77
Sri Lanka,LKA,2021-03-18,3.81
Sri Lanka,LKA,2021-03-19,3.85
Sri Lanka,LKA,2021-03-20,3.87
Sri Lanka,LKA,2021-03-21,3.88
Sri Lanka,LKA,2021-03-22,3.92
Sri Lanka,LKA,2021-03-27,4.13
Sri Lanka,LKA,2021-03-28,4.18
Sri Lanka,LKA,2021-03-29,4.18
Sri Lanka,LKA,2021-03-30,4.22
Sri Lanka,LKA,2021-03-31,4.26
Sri Lanka,LKA,2021-04-01,4.3
Sri Lanka,LKA,2021-04-02,4.31
Sri Lanka,LKA,2021-04-04,4.32
Sri Lanka,LKA,2021-04-06,4.32
Sri Lanka,LKA,2021-04-07,4.32
Sri Lanka,LKA,2021-04-09,4.32
Sudan,SDN,2021-03-10,0
Sudan,SDN,2021-04-05,0.1
Sudan,SDN,2021-04-06,0.15
Suriname,SUR,2021-02-22,0
Suriname,SUR,2021-03-19,1.57
Suriname,SUR,2021-03-20,2.02
Suriname,SUR,2021-03-22,2.34
Suriname,SUR,2021-03-23,2.51
Suriname,SUR,2021-03-24,2.73
Suriname,SUR,2021-03-26,3.41
Suriname,SUR,2021-03-27,3.81
Suriname,SUR,2021-03-28,3.97
Suriname,SUR,2021-03-30,4.18
Suriname,SUR,2021-03-31,4.44
Suriname,SUR,2021-04-02,4.73
Suriname,SUR,2021-04-07,5.12
Suriname,SUR,2021-04-09,5.56
Sweden,SWE,2020-12-27,0.02
Sweden,SWE,2021-01-03,0.14
Sweden,SWE,2021-01-10,0.48
Sweden,SWE,2021-01-17,1.22
Sweden,SWE,2021-01-24,2.34
Sweden,SWE,2021-01-31,3.21
Sweden,SWE,2021-02-07,4.19
Sweden,SWE,2021-02-14,5.32
Sweden,SWE,2021-02-21,6.85
Sweden,SWE,2021-02-28,8.32
Sweden,SWE,2021-03-07,10.14
Sweden,SWE,2021-03-14,12.28
Sweden,SWE,2021-03-21,13.99
Sweden,SWE,2021-03-28,15.89
Sweden,SWE,2021-04-01,16.5
Sweden,SWE,2021-04-06,17.94
Sweden,SWE,2021-04-07,17.97
Sweden,SWE,2021-04-08,18.38
Sweden,SWE,2021-04-09,19.06
Switzerland,CHE,2021-01-24,2.28
Switzerland,CHE,2021-01-25,2.38
Switzerland,CHE,2021-01-26,2.49
Switzerland,CHE,2021-01-27,2.99
Switzerland,CHE,2021-01-28,3.12
Switzerland,CHE,2021-01-29,3.23
Switzerland,CHE,2021-01-30,3.25
Switzerland,CHE,2021-01-31,3.63
Switzerland,CHE,2021-02-01,3.73
Switzerland,CHE,2021-02-02,3.84
Switzerland,CHE,2021-02-03,4.28
Switzerland,CHE,2021-02-04,4.41
Switzerland,CHE,2021-02-05,4.52
Switzerland,CHE,2021-02-06,4.53
Switzerland,CHE,2021-02-07,4.78
Switzerland,CHE,2021-02-08,4.9
Switzerland,CHE,2021-02-09,5.04
Switzerland,CHE,2021-02-10,5.57
Switzerland,CHE,2021-02-11,5.72
Switzerland,CHE,2021-02-12,5.88
Switzerland,CHE,2021-02-13,5.91
Switzerland,CHE,2021-02-14,6.27
Switzerland,CHE,2021-02-15,6.42
Switzerland,CHE,2021-02-16,6.59
Switzerland,CHE,2021-02-17,7.08
Switzerland,CHE,2021-02-18,7.26
Switzerland,CHE,2021-02-19,7.42
Switzerland,CHE,2021-02-20,7.45
Switzerland,CHE,2021-02-21,7.79
Switzerland,CHE,2021-02-22,7.92
Switzerland,CHE,2021-02-23,8.08
Switzerland,CHE,2021-02-24,8.66
Switzerland,CHE,2021-02-25,8.81
Switzerland,CHE,2021-02-26,8.94
Switzerland,CHE,2021-02-27,8.96
Switzerland,CHE,2021-02-28,9.33
Switzerland,CHE,2021-03-01,9.47
Switzerland,CHE,2021-03-02,9.62
Switzerland,CHE,2021-03-03,10.22
Switzerland,CHE,2021-03-04,10.4
Switzerland,CHE,2021-03-05,10.54
Switzerland,CHE,2021-03-06,10.56
Switzerland,CHE,2021-03-07,10.99
Switzerland,CHE,2021-03-08,11.13
Switzerland,CHE,2021-03-09,11.28
Switzerland,CHE,2021-03-10,12
Switzerland,CHE,2021-03-11,12.16
Switzerland,CHE,2021-03-12,12.32
Switzerland,CHE,2021-03-13,12.34
Switzerland,CHE,2021-03-14,12.72
Switzerland,CHE,2021-03-15,12.88
Switzerland,CHE,2021-03-16,13.05
Switzerland,CHE,2021-03-17,13.63
Switzerland,CHE,2021-03-18,13.81
Switzerland,CHE,2021-03-19,13.98
Switzerland,CHE,2021-03-20,14
Switzerland,CHE,2021-03-21,14.44
Switzerland,CHE,2021-03-22,14.62
Switzerland,CHE,2021-03-23,14.83
Switzerland,CHE,2021-03-24,15.54
Switzerland,CHE,2021-03-25,15.77
Switzerland,CHE,2021-03-26,15.96
Switzerland,CHE,2021-03-27,15.98
Switzerland,CHE,2021-03-28,16.56
Switzerland,CHE,2021-03-29,16.77
Switzerland,CHE,2021-03-30,17
Switzerland,CHE,2021-03-31,17.76
Switzerland,CHE,2021-04-01,18
Switzerland,CHE,2021-04-02,18.06
Switzerland,CHE,2021-04-03,18.08
Switzerland,CHE,2021-04-04,18.47
Switzerland,CHE,2021-04-05,18.52
Switzerland,CHE,2021-04-06,18.76
Switzerland,CHE,2021-04-07,19.53
Syria,SYR,2021-03-01,0
Syria,SYR,2021-04-08,0.01
Taiwan,TWN,2021-03-21,0
Taiwan,TWN,2021-03-22,0.01
Taiwan,TWN,2021-03-23,0.01
Taiwan,TWN,2021-03-24,0.02
Taiwan,TWN,2021-03-25,0.03
Taiwan,TWN,2021-03-26,0.04
Taiwan,TWN,2021-03-27,0.04
Taiwan,TWN,2021-03-28,0.04
Taiwan,TWN,2021-03-29,0.05
Taiwan,TWN,2021-03-30,0.05
Taiwan,TWN,2021-03-31,0.06
Taiwan,TWN,2021-04-01,0.07
Taiwan,TWN,2021-04-02,0.07
Taiwan,TWN,2021-04-03,0.07
Taiwan,TWN,2021-04-04,0.07
Taiwan,TWN,2021-04-05,0.07
Taiwan,TWN,2021-04-06,0.08
Taiwan,TWN,2021-04-07,0.08
Taiwan,TWN,2021-04-08,0.09
Taiwan,TWN,2021-04-09,0.1
Thailand,THA,2021-02-27,0
Thailand,THA,2021-03-01,0
Thailand,THA,2021-03-02,0.01
Thailand,THA,2021-03-10,0.05
Thailand,THA,2021-03-13,0.08
Thailand,THA,2021-03-24,0.15
Thailand,THA,2021-03-30,0.26
Thailand,THA,2021-04-02,0.33
Thailand,THA,2021-04-05,0.42
